編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPOOMLMKNHLFFAI18DC,24,71.48,住家用,鋼筋混凝土造,81年5月8日,十二層,
RPQNMLNLNHLFFAI38CC,12,115.40,住家用,鋼筋混凝土造,93年11月1日,十四層,
RPQNMLNLNHLFFAI38CC,12,73.24,共有部份,鋼筋混凝土造,93年11月1日,十四層,
RPWNMLKMNHLFFAI88DC,18,119.61,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPXNMLMKNHLFFAI98DC,23,131.13,國民住宅,鋼筋混凝土造,82年7月2日,五層,
RPQNMLSKNHLFFAI78CC,38,347.47,住商用,鋼筋混凝土造,67年8月30日,四層,
RPRNMLSKNHLFFAI88CC,12,122.67,商業用,鋼筋混凝土造,93年10月28日,十四層,
RPRNMLSKNHLFFAI88CC,12,82.38,共有部份,鋼筋混凝土造,93年10月28日,十四層,
RPVNMLKMNHLFFAI78DC,18,119.57,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPSNMLNLNHLFFAI68DC,2,93.94,見其他登記事項,見其他登記事項,103年7月30日,五層,
RPSNMLQJNHLFFAI68CC,23,146.48,住商用,鋼筋混凝土造,82年2月3日,十層,
RPVNMLRKNHLFFAI56CC,2,197.34,見其他登記事項,見其他登記事項,103年3月17日,四層,
RPUOMLSJOHLFFAI86EC,23,41.14,住家用,鋼筋混凝土造,82年6月9日,十六層,
RPRNMLSKOHLFFAI98CC,12,115.40,住家用,鋼筋混凝土造,93年11月1日,十四層,
RPRNMLSKOHLFFAI98CC,12,73.24,共有部份,鋼筋混凝土造,93年11月1日,十四層,
RPXNMLNLOHLFFAI66DC,18,124.32,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPRNMLPKOHLFFAI68CC,46,110.90,住家用,鋼筋混凝土加強磚造,59年8月15日,二層,
RPWNMLNLOHLFFAI56DC,18,150.52,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPSNMLLJPHLFFAI48DC,2,19.65,見其他登記事項,見其他登記事項,103年1月13日,四層,
RPXNMLMJPHLFFAI98CC,34,50.60,住家用,鋼筋混凝土造,70年12月28日,二層,
RPPNMLTJPHLFFAI88CC,21,43.85,住家用,鋼筋混凝土造,84年7月12日,六層,
RPVNMLSLOHLFFAI86CC,39,39.93,住商用,鋼筋混凝土造,66年8月18日,三層,
RPSNMLMJOHLFFAI48DC,12,115.04,住家用,鋼筋混凝土造,93年10月28日,十二層,
RPSNMLMJOHLFFAI48DC,12,72.28,共有部份,鋼筋混凝土造,93年10月28日,十二層,
RPUNMLMJOHLFFAI68DC,12,127.02,住家用,鋼筋混凝土造,93年10月28日,十四層,
RPUNMLMJOHLFFAI68DC,12,80.07,共有部份,鋼筋混凝土造,93年10月28日,十四層,
RPPOMLQJOHLFFAI58CC,10,205.34,見其他登記事項,鋼筋混凝土造,95年11月15日,四層,
RPPOMLQJOHLFFAI58CC,10,3.02,見其他登記事項,鋼筋混凝土造,95年11月15日,三層,
RPVOMLSKPHLFFAI07DC,18,124.73,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPUOMLSKPHLFFAI96DC,18,124.74,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPSNMLTLPHLFFAI86DC,10,191.96,見其他登記事項,鋼筋混凝土造,95年7月20日,四層,
RPOPMLSKPHLFFAI98CC,12,115.58,住家用,鋼筋混凝土造,93年11月1日,十四層,
RPOPMLSKPHLFFAI98CC,12,71.46,共有部份,鋼筋混凝土造,93年11月1日,十四層,
RPXNMLLKPHLFFAI09DC,18,147.53,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPOOMLLKPHLFFAI28DC,18,119.94,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPUNMLRLPHLFFAI86DC,18,119.94,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPVNMLRLPHLFFAI96DC,18,87.43,住家用,鋼筋混凝土造,87年3月19日,二十二層,
