鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中西區,土地,青年段31~60地號,40.38,商,,,1080508,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,無,54000,1337,,0.0,0,有民情風俗因素之交易。;,RPQNMLMKNHOFFAD97CC
安平區,建物,臺南市安平區郡平路121~150號,0.0,住,,,1080426,土地0建物1車位0,見其他登記事項,7,店面(店鋪),商業用,鋼筋混凝土造,0811118,210.72000000000003,1,1,1,有,有,無,40000,190,,0.0,0,,RPVNMLNKNHOFFAD58CC
永康區,建物,臺南市永康區中華路331~360號,0.0,住,,,1080426,土地0建物1車位1,六層,17,辦公商業大樓,見其他登記事項,鋼筋混凝土構造,0850129,141.64000000000001,0,1,1,有,有,有,17000,120,坡道機械,0.0,0,,RPUNMLNKNHOFFKD86CC
安南區,建物,臺南市安南區怡安路二段481~510號,0.0,,,,1080513,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土構造,1001025,59.78,0,0,1,有,無,無,10000,167,,0.0,0,,RPTOMLNKNHOFFBD58CC
安南區,建物,臺南市安南區安富街181~210號,0.0,住,,,1080506,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土構造,0800513,213.07,6,2,4,有,無,無,20000,94,,0.0,0,,RPQOMLOKNHOFFBD38CC
安南區,土地,州南段571~600地號,39.32,住,,,1080512,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,636,,0.0,0,,RPSOMLOKNHOFFBD58CC
永康區,建物,臺南市永康區文化路211~240號,0.0,住,,,1080430,土地0建物1車位0,全,5,透天厝,住商用,鋼筋混凝土構造,0811105,196.17,6,2,4,有,無,有,22000,112,,0.0,0,,RPSNMLOKNHOFFKD76CC
永康區,建物,臺南市永康區永大路二段1526巷2弄1~30號,0.0,住,,,1080507,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0840511,68.25,1,1,1,有,有,有,10000,147,,0.0,0,,RPVNMLOKNHOFFKD07CC
永康區,建物,臺南市永康區崑山街21巷1~30號,0.0,住,,,1080509,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0810309,68.16,2,1,1,有,有,有,11000,161,,0.0,0,,RPXNMLOKNHOFFKD27CC
東區,建物,臺南市東區勝利路31~60號,0.0,住,,,1080511,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0830208,60.449999999999996,2,1,1,有,有,有,12800,212,,0.0,0,,RPSOMLOKNHOFFCD68CC
