編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVNMLQKQHLFFAM96CA,20,79.13,住家用,鋼筋混凝土造,85年2月7日,八層,八層
RPVNMLQKQHLFFAM96CA,20,7.48,住家用,鋼筋混凝土造,85年2月7日,八層,
RPVNMLQKQHLFFAM96CA,20,26.42,住家用,鋼筋混凝土造,85年2月7日,八層,
RPPOMLMJQHLFFAM58CA,15,175.09,住家用,見其他登記事項,90年6月8日,三層,一層 二層 三層
RPSNMLSJQHLFFAM76CA,36,120.57,住商用,鋼筋混凝土加強磚造,69年8月28日,二層,一層 二層 騎樓
RPSNMLMJQHLFFBM88CA,1,255.01,見其他登記事項,鋼筋混凝土造,104年8月14日,三層,一層 二層 三層 見其他登記事項
RPSNMLSJQHLFFDM07CA,1,210.70,住家用,鋼筋混凝土造,104年12月25日,三層,一層 二層 三層
RPVNMLPKQHLFFDM17CA,10,149.16,住家用,鋼筋混凝土造,95年3月6日,三層,一層 二層 三層 屋頂突出物
RPWNMLOJQHLFFDM07CA,37,112.98,住家用,鋼筋混凝土加強磚造,68年4月15日,二層,一層 二層 騎樓
RPVNMLNJQHLFFCM76CA,30,135.64,住家用,鋼筋混凝土造,75年10月15日,二層,一層 二層
RPUNMLPJQHLFFAM66CA,1,183.54,見其他登記事項,鋼筋混凝土造,104年12月10日,三層,一層 二層 三層 屋頂突出物
RPRNMLMKQHLFFAM78CA,37,105.99,住家用,鋼筋混凝土加強磚造,69年1月1日,二層,一層 二層
RPQNMLRLQHLFFBM76CA,1,181.88,見其他登記事項,鋼筋混凝土造,104年10月8日,三層,一層 二層 三層 見其他登記事項
RPPNMLOJQHLFFAM68CA,13,254.78,住家用,鋼筋混凝土造,92年1月30日,二層,一層 二層 屋頂突出物
RPVNMLNJQHLFFBM66CA,,92.00,農舍,見其他登記事項,105年6月16日,一層,一層
RPPNMLOJQHLFFBM78CA,31,171.59,農舍,鋼造,74年4月17日,一層,一層
RPXNMLQJRHLFFAM17CA,,141.08,住家用,鋼筋混凝土造,105年5月24日,三層,一層 二層 三層
RPXNMLLJRHLFFAM66CA,34,140.11,住商用,鋼筋混凝土加強磚造,71年12月18日,三層,一層 二層 三層 騎樓
RPSNMLMLRHLFFEM96DA,26,157.61,住家用,木造,79年7月18日,一層,一層
RPSNMLTJQHLFFCM07CA,42,73.08,住家用,鋼筋混凝土加強磚造,63年1月14日,二層,一層 二層
RPVNMLOJQHLFFDM96CA,36,118.35,住商用,鋼筋混凝土加強磚造,69年12月1日,二層,一層 二層 騎樓
RPSNMLRJQHLFFDM96CA,1,201.36,見其他登記事項,鋼筋混凝土造,104年2月11日,三層,一層 二層 三層 屋頂突出物
RPQNMLRJQHLFFDM76CA,1,201.36,見其他登記事項,鋼筋混凝土造,104年2月11日,三層,一層 二層 三層 屋頂突出物
RPQOMLLMQHLFFCM09CA,14,113.77,住家用,鋼筋混凝土造,91年3月29日,三層,一層 二層 三層
RPQNMLNLRHLFFDM66CA,40,111.08,住家用,磚造,,一層,一層
RPPNMLRKQHLFFBM56CA,48,68.90,住家用,鋼筋混凝土加強磚造,57年9月5日,二層,一層 二層
RPRNMLPJQHLFFCM56CA,12,98.35,見其他登記事項,鋼筋混凝土造,93年6月16日,八層,四層
RPRNMLPJQHLFFCM56CA,12,36.61,見其他登記事項,鋼筋混凝土造,93年6月16日,八層,
RPRNMLSJQHLFFCM86CA,15,126.01,住家用,鋼筋混凝土造,90年12月6日,二層,一層 二層
RPVNMLPJQHLFFAM76CA,24,282.53,住家用,鋼筋混凝土造,81年8月25日,四層,一層 二層 三層 四層
RPSNMLPJQHLFFAM09CA,25,216.16,住家用,鋼筋混凝土造,80年3月28日,三層,一層 二層 三層 屋頂突出物
RPXNMLMLQHLFFAM86CA,42,95.71,住家用,加強磚造,63年12月10日,二層,一層 二層 騎樓
RPPNMLSJQHLFFBM56CA,15,278.13,住家用,鋼筋混凝土造,90年5月10日,三層,一層 二層 三層
RPPNMLKMQHLFFBM68CA,25,25.77,住家用,鋼筋混凝土造,80年9月20日,九層,九層
RPPNMLKMQHLFFBM68CA,25,8.66,見其他登記事項,鋼筋混凝土造,80年9月20日,九層,
RPPNMLKMQHLFFBM68CA,25,4.71,見其他登記事項,鋼筋混凝土造,80年9月20日,十一層,
RPRNMLSJQHLFFDM96CA,19,103.78,住商用,鋼筋混凝土造,86年5月31日,四層,一層 二層 三層 四層 屋頂突出物
RPRNMLKKQHLFFCM78CA,38,28.47,住家用,磚造,67年4月1日,一層,一層
RPQNMLTLQHLFFCM07CA,36,16.66,住家用,加強磚造,69年7月3日,一層,一層
RPWNMLSJQHLFFAM27DA,37,108.00,住家用,鋼筋混凝土加強磚造,68年7月2日,二層,一層 二層 騎樓
RPPNMLQLQHLFFEM86CA,47,87.60,住家用,鋼筋混凝土加強磚造,58年6月5日,三層,一層 二層 三層
RPUNMLNLQHLFFCM86CA,20,61.26,見其他登記事項,鋼筋混凝土造,85年2月9日,十五層,十二層
RPUNMLNLQHLFFCM86CA,20,13.27,見其他登記事項,鋼筋混凝土造,85年2月9日,十五層,
RPPNMLPKQHLFFDM56CA,20,123.78,住家用,鋼筋混凝土造,85年2月17日,二層,一層 二層 騎樓
RPUNMLPKQHLFFDM07CA,18,111.60,住商用,鋼筋混凝土造,87年11月17日,八層,一層 二層
RPUNMLPKQHLFFDM07CA,18,19.43,見其他登記事項,鋼筋混凝土造,87年11月17日,八層,
RPPOMLLJRHLFFAM58CA,,218.51,住家用,鋼筋混凝土造,105年5月18日,四層,一層 二層 三層 四層
RPQOMLLJRHLFFAM68CA,,190.15,見其他登記事項,鋼筋混凝土造,105年6月23日,三層,一層 二層 三層 屋頂突出物
RPQOMLLJRHLFFAM68CA,,188.42,見其他登記事項,鋼筋混凝土造,105年6月23日,三層,一層 二層 三層 屋頂突出物
RPQNMLQKQHLFFCM66CA,15,175.93,住家用,鋼筋混凝土造,90年4月27日,三層,一層 二層 三層 屋頂突出物
RPTNMLTKQHLFFBM17CA,48,73.80,住家用,鋼筋混凝土加強磚造,57年4月5日,二層,一層 二層
RPXNMLPLQHLFFCM37CA,1,193.90,見其他登記事項,鋼筋混凝土造,104年12月25日,三層,一層 二層 三層 見其他登記事項
RPOOMLPLQHLFFBM09CA,23,174.97,住商用,鋼筋混凝土造,82年1月13日,三層,一層 二層 三層 騎樓 電梯樓梯間
RPQNMLKKQHLFFAM48CA,22,69.95,住家用,鋼筋混凝土造,83年2月17日,五層,四層
RPQNMLKKQHLFFAM48CA,22,1.71,住家用,鋼筋混凝土造,83年2月17日,五層,
RPPNMLKKQHLFFAM38CA,52,69.19,住家用,磚造,53年10月1日,一層,一層
RPRNMLLKQHLFFAM68CA,,51.40,住家用,鋼筋混凝土加強磚造,,二層,一層 二層
RPOOMLMKQHLFFBM68CA,17,98.23,住家用,鋼筋混凝土造,88年2月12日,九層,七層
RPOOMLMKQHLFFBM68CA,17,48.30,見其他登記事項,鋼筋混凝土造,88年2月12日,九層,
