鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
宜蘭市,建物,宜蘭縣宜蘭市中山路二段361~390號,0.0,住,,,1050712,土地0建物1車位0,一層,3,店面(店鋪),住家用,鋼筋混凝土加強磚造,0690401,57.57,0,0,1,有,無,無,20000,347,,0.0,0,租賃範圍:一層及騎樓,RPQOMLLJQHLFFBG28CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮豐年路40巷1~30號,97.0,住,,,1050727,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0690207,110.72,3,2,2,有,無,有,12000,108,,0.0,0,,RPQOMLLJQHLFFAG38EC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮倉前路61~90號,4.14,商,,,1050729,土地1建物1車位0,十層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860825,50.42,1,1,1,有,有,有,7000,139,,0.0,0,,RPROMLLJQHLFFAG48EC
宜蘭市,建物,宜蘭縣宜蘭市慈安路1~30號,0.0,住,,,1050813,土地0建物1車位0,一層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0980521,78.43,0,0,0,無,無,無,18000,230,,0.0,0,,RPUNMLPKQHLFFBG66EC
宜蘭市,建物,宜蘭縣宜蘭市泰山路241~270號,0.0,住,,,1050720,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821001,44.2,2,1,1,有,無,有,6500,147,,0.0,0,,RPVNMLSKQHLFFBG86CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮光榮路61~90號,113.99,住,,,1050824,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0930528,219.55,0,0,3,有,無,無,30000,137,,0.0,0,,RPROMLPLQHLFFAG88CC
宜蘭市,建物,宜蘭縣宜蘭市女中路三段61~90號,0.0,住,,,1050809,土地0建物1車位0,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840622,91.88,3,2,2,有,有,無,11000,120,,0.0,0,,RPTNMLTLQHLFFBG86CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮公正路481~510號,158.49,住,,,1050901,土地1建物1車位0,見其他登記事項,3,店面(店鋪),見其他登記事項,鋼筋混凝土造,0970901,209.46,0,0,3,無,無,無,15000,72,,0.0,0,,RPTNMLMJRHLFFAG78EC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮倉前路91~120號,18.0,住,,,1050818,土地2建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820209,107.01,2,2,1,有,無,有,12000,112,,0.0,0,,RPOPMLKKRHLFFAG18CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮安平路1~30號,22.41,商,,,1050814,土地1建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870114,94.6,3,2,2,有,無,有,13000,137,,0.0,0,,RPVOMLNKRHLFFAG09CC
宜蘭市,建物,宜蘭縣宜蘭巿女中路三段59巷1~30號,0.0,住,,,1050906,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840426,84.11,3,2,2,有,有,有,11500,137,,0.0,0,,RPWOMLOKRHLFFBG76CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮站東路170巷1~30號,17.65,住,,,1050822,土地1建物1車位0,二層,3,套房(1房1廳1衛),住家用,鋼筋混凝土造,1030402,34.27,1,1,1,有,無,有,7000,204,,0.0,0,,RPUNMLKLRHLFFAG68CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮站東路170巷1~30號,17.65,住,,,1050829,土地1建物1車位0,二層,3,套房(1房1廳1衛),住家用,鋼筋混凝土造,1030402,34.27,1,1,1,有,無,有,7000,204,,0.0,0,,RPVNMLKLRHLFFAG78CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮康莊路31~60號,15.11,住,,,1050922,土地1建物1車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0841103,53.25,1,1,1,有,無,有,9000,169,,0.0,0,,RPQOMLMLRHLFFAG78EC
五結鄉,房地(土地+建物),宜蘭縣五結鄉中興路二段91~120號,84.58,,特定農業區,甲種建築用地,1050906,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0691126,107.96,2,2,2,有,無,無,9500,88,,0.0,0,,RPROMLMLRHLFFAG88EC
羅東鎮,建物,宜蘭縣羅東鎮純精路三段241~270號,0.0,住,,,1050910,土地0建物1車位0,一層,1,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0820807,150.21,0,0,0,無,無,無,40000,266,,0.0,0,,RPTNMLNLRHLFFAG88CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮純精路二段181~210號,130.55,住,,,1050825,土地1建物2車位0,一層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0830804,876.62,0,0,2,有,有,有,150000,171,,0.0,0,承租樓層:一樓+二樓,RPWNMLNLRHLFFAG56CC
宜蘭市,建物,宜蘭縣宜蘭市凱旋路271~300號,0.0,其他,,,1050905,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,,131.78,0,0,0,無,無,有,35000,266,,0.0,0,,RPRRMLKMRHLFFBG56EC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮陽明路151~180號,77.0,住,,,1050901,土地1建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,0841026,62.18,0,0,0,無,無,有,11000,177,,0.0,0,,RPPNMLLJIILFFAG27CC
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉補城路301~330號,2112.0,,特定農業區,農牧用地,1050922,土地1建物1車位0,一層,2,農舍,農舍,鋼筋混凝土加強磚造,0710608,91.15,3,2,1,有,無,有,8500,,,0.0,0,,RPWPMLQJIILFFAG68CC
