鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
潮州鎮,房地(土地+建物),屏東縣潮州鎮中正路1~30號,106.0,商,,,1040406,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0530321,100.2,0,0,0,無,無,無,20000,200,,0.0,0,,RPWNMLLJNHKFFCT17CC
屏東巿,土地,楠樹腳段二小段1~30地號,303.0,住,,,1040428,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,23000,76,,0.0,0,含未保存登記建物,RPUNMLRJNHKFFAT37CC
東港鎮,土地,新愛段211~240地號,285.01,其他,,,1040528,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,60000,211,,0.0,0,建物無保存登記有使用執照,RPSNMLNJOHKFFDT17CC
屏東巿,房地(土地+建物),屏東縣屏東市莊敬街二段23巷1~30號,125.0,住,,,1040630,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0771223,156.6,4,2,2,有,無,無,11000,70,,0.0,0,,RPUOMLLJPHKFFAT17DC
屏東巿,建物,屏東縣屏東市中正路391~420號,154.0,其他,,,1040630,土地0建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0671228,203.67,3,2,3,有,無,無,23000,113,,0.0,0,,RPVOMLLJPHKFFAT17CC
潮州鎮,房地(土地+建物),屏東縣潮州鎮北門路1~30號,110.0,其他,,,1040618,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0790605,216.21,6,2,4,有,無,無,17000,79,,0.0,0,,RPTNMLRJPHKFFCT67CC
潮州鎮,房地(土地+建物),屏東縣潮州鎮延平路181~210號,311.35,住,,,1040616,土地1建物1車位0,三層,6,辦公商業大樓,住商用,鋼筋混凝土造,0830715,217.24,0,0,0,無,無,無,28000,129,,0.0,0,僅承租第三層樓,RPRNMLNKPHKFFCT17CC
屏東巿,房地(土地+建物),屏東縣屏東市慶春里民生路241~270號,57.0,商,,,1040615,土地1建物1車位0,全,3,透天厝,商業用,鋼筋混凝土加強磚造,,162.42,4,2,4,有,無,無,25000,154,,0.0,0,,RPOOMLOKPHKFFAT86CC
屏東巿,房地(土地+建物),屏東縣屏東市德豐街140巷1~30號,28.21,其他,,,1040715,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791106,142.12,3,2,2,有,無,有,10000,70,,0.0,0,,RPPNMLMLPHKFFAT76CC
潮州鎮,建物,屏東縣潮州鎮光春路601~630號,0.0,,特定農業區,甲種建築用地,1040720,土地0建物1車位0,一層,1,工廠,工業用,鋼造,0760612,229.9,0,0,0,無,無,無,20000,,,0.0,0,,RPRNMLRLPHKFFCT67CC
