編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWNMLSJQHIFFCT77CA,18,137.92,住家用,鋼筋混凝土造,84年9月2日,五層,三層
RPWNMLSJQHIFFCT77CA,18,16.81,住商用,鋼筋混凝土造,84年9月2日,五層,
RPUNMLSJQHIFFCT57CA,18,97.92,住家用,鋼筋混凝土造,84年1月4日,十一層,八層
RPUNMLSJQHIFFCT57CA,18,26.64,見其他登記事項,鋼筋混凝土造,84年1月4日,十一層,
RPRNMLRKQHIFFCT27CA,19,132.36,住商用,鋼筋混凝土造,83年11月9日,八層,一層 二層 騎樓 三層
RPRNMLRKQHIFFCT27CA,19,33.54,見其他登記事項,鋼筋混凝土造,83年11月9日,八層,
RPPNMLMJQHIFFAT88CA,19,84.86,見其他登記事項,鋼筋混凝土造,83年4月12日,十一層,五層
RPPNMLMJQHIFFAT88CA,19,20.41,見其他登記事項,鋼筋混凝土造,83年4月12日,十一層,
RPVOMLMLQHIFFAT17CA,,63.90,住家用,磚造,,一層,一層 騎樓
RPXNMLTKQHIFFAT87CA,1,235.02,住家用,鋼筋混凝土造,102年1月14日,三層,一層 二層 三層 屋頂突出物
RPPNMLPKQHIFFAT66CA,20,93.26,見其他登記事項,鋼筋混凝土造,82年10月5日,十一層,三層
RPPNMLPKQHIFFAT66CA,20,28.61,見其他登記事項,鋼筋混凝土造,82年10月5日,十一層,
RPRPMLNKQHIFFAT86CA,18,185.47,住家用,鋼筋混凝土造,84年3月8日,四層,一層 二層 三層 四層
RPWNMLKMQHIFFDT37CA,31,150.16,住商用,鋼筋混凝土造,71年6月11日,三層,
RPXNMLPJQHIFFAT47DA,19,23.93,住家用,鋼筋混凝土造,83年11月4日,十三層,十一層
RPXNMLPJQHIFFAT47DA,19,12.78,見其他登記事項,鋼筋混凝土造,83年11月4日,十三層,
RPXOMLQJQHIFFAT67DA,14,122.28,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,十二層
RPXOMLQJQHIFFAT67DA,14,35.53,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,
RPPNMLKMQHIFFDT76DA,19,174.50,住商用,鋼筋混凝土造,83年8月10日,四層,一層 二層 三層 四層
RPOOMLPJQHIFFCT86DA,23,136.95,住家用,鋼筋混凝土造,79年8月1日,三層,一層 二層 三層
RPPNMLMLQHIFFET86CA,14,125.91,住家用,加強磚造,88年9月14日,二層,
RPRNMLRJQHIFFCT27DA,1,162.80,住商用,見其他登記事項,101年10月30日,三層,一層 二層 三層 騎樓
RPQNMLNKQHIFFET07DA,16,77.34,住家用,鋼筋混凝土造,86年12月2日,十五層,九層
RPQNMLNKQHIFFET07DA,16,32.73,住家用,鋼筋混凝土造,86年12月2日,十五層,
RPTNMLTJQHIFFDT77DA,18,105.56,住家用,鋼筋混凝土造,84年8月8日,十六層,十六層
RPTNMLTJQHIFFDT77DA,18,31.68,見其他登記事項,鋼筋混凝土造,84年8月8日,十六層,
RPWOMLTKKIIFFAT47DA,14,137.87,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,五層
RPWOMLTKKIIFFAT47DA,14,39.37,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,
RPXNMLRJQHIFFAT67DA,21,88.97,住家用,鋼筋混凝土造,81年11月11日,十二層,十一層
RPXNMLRJQHIFFAT67DA,21,21.43,共用部分,鋼筋混凝土造,81年11月11日,十二層,
RPTNMLSJQHIFFAT37DA,,108.24,住商用,加強磚造,,二層,一層 二層 騎樓
RPPNMLQJQHIFFDT96CA,30,101.68,住商用,加強磚造,72年2月7日,二層,一層 二層 騎樓
RPPNMLPLQHIFFET17CA,8,602.53,見其他登記事項,見其他登記事項,94年11月25日,三層,一層 二層 三層
RPPOMLPJQHIFFCT86CA,20,81.70,住家用,鋼筋混凝土造,82年1月30日,三層,一層 二層 三層
RPPOMLPJQHIFFCT86CA,20,81.70,住家用,鋼筋混凝土造,82年1月30日,三層,一層 二層 三層
RPQNMLNKQHIFFBT66CA,24,114.00,住家用,加強磚造,78年6月7日,二層,一層 二層
RPRNMLPJQHIFFBT86CA,32,105.97,住商用,加強磚造,70年1月31日,二層,騎樓 一層 二層
RPRNMLNKQHIFFBT76CA,24,126.53,住家用,加強磚造,78年6月7日,二層,一層 二層
RPVNMLOKQHIFFAT17CA,39,130.88,住家用,磚造,63年8月31日,二層,
RPXNMLNKQHIFFAT27CA,41,66.66,住家用,磚造,61年10月3日,二層,一層 二層
RPTNMLKLQHIFFAT66CA,1,190.97,住家用,鋼筋混凝土造,101年6月21日,三層,一層 二層 三層 屋頂突出物
RPPOMLQJQHIFFAT76CA,6,189.54,見其他登記事項,鋼筋混凝土造,96年3月6日,四層,一層 二層 三層 四層 見其他登記事項
RPOOMLQJQHIFFAT66CA,31,81.38,國民住宅,鋼筋混凝土造,71年10月24日,五層,五層
RPOOMLQJQHIFFAT66CA,31,.00,國民住宅,鋼筋混凝土造,71年10月24日,地下層,
RPUOMLQJQHIFFAT27CA,28,226.68,住商用,鋼筋混凝土造,74年6月19日,三層,一層 二層 三層 騎樓 地下層
RPRPMLQJQHIFFAT07CA,33,171.06,住商用,鋼筋混凝土造,69年4月10日,二層,一層 二層 騎樓
RPVPMLQJQHIFFAT47CA,36,58.37,住家用,磚造,65年12月30日,一層,一層
RPWPMLQJQHIFFAT57CA,18,23.86,見其他登記事項,鋼筋混凝土造,85年1月19日,五層,四層
RPWPMLQJQHIFFAT57CA,18,6.78,見其他登記事項,鋼筋混凝土造,85年1月19日,五層,
RPRNMLPJQHIFFAT76CA,6,8.81,見其他登記事項,鋼筋混凝土造,96年5月30日,八層,七層
RPRNMLPJQHIFFAT76CA,6,8.81,見其他登記事項,鋼筋混凝土造,96年5月30日,八層,七層
RPRNMLPJQHIFFAT76CA,6,8.31,見其他登記事項,鋼筋混凝土造,96年5月30日,八層,
RPRNMLPJQHIFFAT76CA,6,7.99,見其他登記事項,鋼筋混凝土造,96年5月30日,八層,
RPUNMLRJQHIFFAT27CA,,89.08,見其他登記事項,鋼筋混凝土造,102年4月1日,五層,二層
RPUNMLRJQHIFFAT27CA,,41.63,見其他登記事項,鋼筋混凝土造,102年4月1日,五層,
RPQNMLTJQHIFFAT07CA,25,119.08,住家用,加強磚造,77年5月19日,二層,一層 二層
RPTNMLQJQHIFFAT07CA,1,222.34,住家用,鋼筋混凝土造,101年6月13日,三層,一層 二層 三層
RPSNMLQJQHIFFAT96CA,1,222.34,住家用,鋼筋混凝土造,101年6月13日,三層,一層 二層 三層
RPQNMLKLQHIFFAT98CA,1,190.97,住家用,鋼筋混凝土造,101年6月21日,三層,一層 二層 三層 屋頂突出物
RPUOMLTKQHIFFAT67CA,14,122.03,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,二層
RPUOMLTKQHIFFAT67CA,14,35.53,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,
RPSNMLPKQHIFFBT07CA,20,160.28,住家用,鋼筋混凝土造,82年4月29日,三層,一層 二層 三層
RPRNMLOKQHIFFAT76CA,31,59.74,國民住宅,鋼筋混凝土造,71年10月15日,五層,二層
RPRNMLOKQHIFFAT76CA,,1605.97,見其他登記事項,鋼筋混凝土造,,六層,
RPRNMLSJQHIFFCT27CA,,223.25,住家用,見其他登記事項,102年5月17日,三層,一層 二層 三層
RPSNMLTJQHIFFCT47CA,19,175.55,住商用,鋼筋混凝土造,83年3月26日,三層,三層 騎樓 一層 二層
RPXOMLLLQHIFFAT27CA,18,83.21,見其他登記事項,鋼筋混凝土造,84年6月13日,九層,五層
RPXOMLLLQHIFFAT27CA,18,29.14,見其他登記事項,鋼筋混凝土造,84年6月13日,九層,
RPQNMLTJQHIFFFT57CA,21,120.20,住家用,鋼筋混凝土造,81年10月23日,三層,一層 二層 三層
RPUNMLOKQHIFFAT17DA,9,114.28,見其他登記事項,鋼筋混凝土造,93年9月9日,十四層,六層
RPUNMLOKQHIFFAT17DA,9,66.73,見其他登記事項,鋼筋混凝土造,93年9月9日,十四層,
RPPNMLSJQHIFFAT96DA,14,98.05,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,六層
RPPNMLSJQHIFFAT96DA,14,52.81,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,
RPVNMLSJQHIFFAT57DA,14,98.05,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,八層
RPVNMLSJQHIFFAT57DA,14,28.81,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,
RPQNMLSJQHIFFAT07DA,14,122.28,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,五層
RPQNMLSJQHIFFAT07DA,14,59.54,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,
