鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
田中鎮,房地(土地+建物),彰化縣田中鎮南北街110巷1~30號,62.57,住,,,1030501,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0880713,210.86,5,3,4,有,無,無,13000,62,,0.0,0,,RPPNMLQJNHJFFEN09CC
彰化市,房地(土地+建物),彰化縣彰化市彰鹿路61~90號,99.0,住,,,1030415,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0900723,160.1,0,0,0,無,無,無,15000,94,,0.0,0,,RPWNMLMKNHJFFAN56DC
彰化市,土地,西門口段481~510地號,3345.0,住,,,1030306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,450000,135,,0.0,0,,RPSOMLTKNHJFFAN96DC
彰化市,房地(土地+建物),彰化縣彰化市中華西路571巷1~30號,2767.0,住,,,1030527,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0830831,123.87,4,2,2,有,有,有,16000,129,,0.0,0,,RPWOMLSLNHJFFAN37DC
北斗鎮,房地(土地+建物),彰化縣北斗鎮地政路125巷1~30號,67.0,住,,,1030604,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0830422,135.48,4,2,3,有,無,有,12000,89,,0.0,0,,RPPOMLMKOHJFFFN09CC
線西鄉,房地(土地+建物),彰化縣線西鄉下犁村下犁路91~120號,600.0,,特定農業區,農牧用地,1030619,土地1建物1車位0,見其他登記事項,1,農舍,農舍,鋼造,0711111,180.0,4,2,1,有,無,無,15000,,,0.0,0,含增建或未登記建物。,RPQNMLNLOHJFFBN98DC
員林市,房地(土地+建物),彰化縣員林鎮光明南街31~60號,40.87,商,,,1030623,土地2建物1車位0,一層,8,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0840531,239.96,0,0,0,無,無,無,19000,79,,0.0,0,租賃範圍不含車位，且無法區分車位面積。,RPQNMLOLOHJFFDN66DC
彰化市,房地(土地+建物),彰化縣彰化市中山路二段874巷1~30號,43.05,住,,,1030526,土地1建物1車位0,見其他登記事項,11,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0860515,193.55,3,2,3,有,無,無,17000,88,,0.0,0,,RPSOMLQLOHJFFAN76CC
福興鄉,房地(土地+建物),彰化縣鹿港鎮彰鹿路六段121~150號,2414.0,,特定農業區,農牧用地,1030620,土地2建物2車位0,全,3,透天厝,農舍,鋼筋混凝土造,0761114,482.94,10,4,4,有,無,有,20000,41,,0.0,0,,RPTNMLRLOHJFFCN17DC
員林市,房地(土地+建物),彰化縣員林鎮中山路二段571~600號,81.41,其他,,,1030625,土地1建物1車位0,全,1,透天厝,住商用,加強磚造,0550302,73.45,1,1,1,有,無,無,16000,218,,0.0,0,土地ㄧ筆加建物一棟,RPTNMLKMOHJFFDN56CC
埔心鄉,房地(土地+建物),彰化縣埔心鄉經口路77巷41弄1~30號,108.87,,特定農業區,甲種建築用地,1030705,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0811223,162.0,4,2,3,有,無,有,8000,49,,0.0,0,,RPXNMLSJPHJFFHN08DC
彰化市,房地(土地+建物),彰化縣彰化市介壽北路241~270號,42.0,住,,,1030618,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0750626,155.68,6,2,3,有,無,無,20000,128,,0.0,0,,RPXNMLTJPHJFFAN37CC
和美鎮,房地(土地+建物),彰化縣和美鎮彰美路二段181~210號,112.86,工,,,1030711,土地1建物1車位0,四層,4,廠辦,見其他登記事項,鋼筋混凝土造,0800927,324.1,0,0,0,無,無,無,33000,102,,0.0,0,,RPTNMLRKPHJFFBN96CC
田尾鄉,土地,芳平段991~1020地號,62.4,,鄉村區,乙種建築用地,1030625,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,8000,128,,0.0,0,,RPTNMLSKPHJFFFN47CC
員林市,房地(土地+建物),彰化縣員林鎮新生路121~150號,94.63,商,,,1030716,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0800408,243.17,3,1,4,有,無,無,23000,95,,0.0,0,,RPUNMLMLPHJFFDN86CC
員林市,房地(土地+建物),彰化縣員林鎮莒光路511~540號,203.63,住,,,1030706,土地2建物1車位0,一層,6,店面(店鋪),商業用,鋼筋混凝土造,0851016,102.16,0,1,1,有,無,無,60000,587,,0.0,0,只租一樓,RPXNMLMLPHJFFDN17CC
