鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
嘉義市,房地(土地+建物),嘉義市嘉義市博東路91~120號,9.65,住,,,1061101,土地1建物1車位0,八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,79.56,2,2,1,有,有,有,10228,129,,0.0,0,續租。含管理費、稅金或水電等費用。,RPOOMLRKJIMFFAI48DC
嘉義市,房地(土地+建物),嘉義市嘉義市博東路91~120號,9.65,住,,,1061101,土地1建物1車位0,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,84.41,2,2,1,有,有,有,10228,121,,0.0,0,續租。含管理費、稅金或水電等費用。,RPPOMLRKJIMFFAI58DC
嘉義市,房地(土地+建物),嘉義市嘉義市博東路91~120號,9.65,住,,,1061101,土地1建物1車位0,十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,79.56,2,2,1,有,有,有,10228,129,,0.0,0,續租。含管理費、稅金或水電等費用。,RPQOMLRKJIMFFAI68DC
嘉義市,房地(土地+建物),嘉義市嘉義市忠孝路781~810號,13.06,住,,,1061104,土地1建物1車位0,一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841004,91.59,3,2,2,有,有,有,10000,109,,0.0,0,,RPWNMLLLJIMFFAI68DC
嘉義市,房地(土地+建物),嘉義市嘉義市嘉義市垂楊路301~330號,138.8,商,,,1061106,土地1建物3車位0,十二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780703,549.54,0,0,0,無,有,無,87500,159,,0.0,0,,RPWOMLSLJIMFFAI86DC
嘉義市,建物,嘉義市嘉義市國華街301~330號,0.0,,,,1061106,土地0建物1車位0,全,5,透天厝,見其他登記事項,見其他登記事項,1041110,30.0,1,0,1,有,無,有,8000,267,,0.0,0,續租。含管理費、稅金或水電等費用。,RPRNMLTLJIMFFAI98DC
嘉義市,建物,嘉義市嘉義市國華街301~330號,0.0,,,,1061111,土地0建物0車位0,全,5,透天厝,見其他登記事項,見其他登記事項,1041110,30.0,1,0,1,有,無,有,8000,267,,0.0,0,含管理費、稅金或水電等費用。續租。續租。,RPSNMLTLJIMFFAI09DC
嘉義市,建物,嘉義市嘉義市北港路241~270號,2765.0,住,,,1061130,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830606,147.5,3,2,2,有,無,有,11000,75,,0.0,0,,RPSNMLKMJIMFFAI18CC
嘉義市,建物,嘉義市嘉義市國華街301~330號,0.0,,,,1061108,土地0建物0車位0,全,5,透天厝,見其他登記事項,見其他登記事項,1041110,20.0,1,0,1,有,無,有,7000,350,,0.0,0,含管理費、稅金或水電等費用。,RPPNMLMJKIMFFAI97DC
