鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
暖暖區,建物,基隆市暖暖區暖暖街211~240號,0.0,住,,,1061021,土地0建物1車位0,一層,8,店面(店鋪),見其他登記事項,鋼筋混凝土造,0831120,100.0,0,0,0,無,有,無,50000,500,,0.0,0,租賃範圍為一層不含夾層租賃面積為實際測量結果,RPQNMLLLJIMFFCC67DC
安樂區,房地(土地+建物),基隆市安樂區中和路168巷6弄1~30號,26.13,住,,,1061025,土地2建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0851202,109.56,0,0,1,有,無,無,20000,183,,0.0,0,,RPRNMLMLJIMFFCC87DC
信義區,建物,基隆市信義區深美街86巷1~30號,0.0,住,,,1061123,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870514,64.77,3,1,2,有,無,無,9000,139,,0.0,0,,RPPNMLPLJIMFFBC77CC
七堵區,土地,台五線段301~330地號,991.73,其他,,,1061030,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,45,,0.0,0,,RPPOMLSLJIMFFCC28CC
中正區,建物,基隆市中正區觀海街91~120號,0.0,住,,,1061127,土地0建物1車位0,十六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,130.32,4,2,2,有,有,有,15000,115,,0.0,0,,RPPNMLNJKIMFFBC47CC
中正區,建物,基隆市中正區新豐街303巷21弄31~60號,0.0,住,,,1061201,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851119,96.52,3,1,1,有,無,無,7000,73,,0.0,0,,RPQNMLNJKIMFFBC57CC
中正區,房地(土地+建物),基隆市中正區信四路1~30號,46.0,商,,,1061124,土地2建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土造,0600623,153.66,0,0,2,有,無,有,36000,234,,0.0,0,冷氣6台單機窗型,RPSSMLMKKIMFFBC28CC
安樂區,房地(土地+建物),基隆市中山區中和路168巷5弄1~30號,25.93,住,,,1070128,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0860401,106.97,0,0,0,無,有,無,20000,187,,0.0,0,,RPUNMLTLJHNFFCC78CC
中山區,房地(土地+建物),基隆市中山區西定路271~300號,25.0,商,,,1070103,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0640523,74.74,3,2,2,有,無,有,11000,147,,0.0,0,冷氣機5台、熱水器1台、冰箱1台、洗衣機1台、衣櫥3個,RPWNMLMJKHNFFCC18CC
