鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
員山鄉,建物,宜蘭縣員山鄉員山路一段181~210號,0.0,住,,,1060413,土地0建物1車位0,一層,3,店面(店鋪),見其他登記事項,鋼筋混凝土造,1051014,66.12,0,0,0,無,無,無,18000,272,,0.0,0,,RPSNMLOJNHMFFBG58DC
壯圍鄉,土地,大福一段871~900地號,5404.14,,一般農業區,農牧用地,1060429,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,12000,2,,0.0,0,,RPTNMLKKNHMFFBG28CC
宜蘭市,建物,宜蘭縣宜蘭市進士路31~60號,137.0,住,,,1060501,土地0建物1車位0,見其他登記事項,3,店面(店鋪),見其他登記事項,鋼筋混凝土造,1021031,284.6,0,0,0,無,無,無,31000,109,,0.0,0,,RPQNMLLKNHMFFBG08CC
五結鄉,房地(土地+建物),宜蘭縣五結鄉仁五路一段1~30號,3844.0,工,,,1060504,土地2建物1車位0,見其他登記事項,2,廠辦,見其他登記事項,鋼筋混凝土加強磚造,0671226,2181.41,0,0,0,無,無,無,80000,37,,0.0,0,地價稅、房屋稅及所有整修費用由承租方負擔,RPQOMLLKNHMFFAG08CC
宜蘭市,建物,宜蘭縣宜蘭市自強路151~180號,0.0,住,,,1060513,土地0建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861212,93.03,3,2,2,有,無,有,13000,140,,0.0,0,,RPWOMLPKNHMFFBG56CC
礁溪鄉,土地,玉石段31~60地號,45.0,,一般農業區,甲種建築用地,1060516,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,35000,778,,0.0,0,地上有鐵皮屋45平方公尺使用,RPVOMLQKNHMFFBG56CC
五結鄉,房地(土地+建物),宜蘭縣五結鄉中正路二段61~90號,63.9,住,,,1060428,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0660701,175.68,4,3,4,有,無,無,18000,102,,0.0,0,,RPOPMLQKNHMFFAG48CC
羅東鎮,建物,宜蘭縣羅東鎮學府街33巷1~30號,0.0,商,,,1060505,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840724,87.28,2,2,1,有,無,有,12000,137,,0.0,0,,RPRNMLRKNHMFFAG68CC
五結鄉,建物,宜蘭縣五結鄉臺興路121~150號,0.0,住,,,1060515,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860123,92.27,3,2,2,有,無,有,10000,108,,0.0,0,,RPSOMLSKNHMFFAG98CC
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市復興路三段195巷1~30號,103.39,住,,,1060328,土地2建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1051006,229.06,4,2,4,有,無,有,26000,114,,0.0,0,,RPQQMLSKNHMFFBG09CC
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市中山路三段31~60號,543.47,商,,,1060517,土地3建物2車位0,見其他登記事項,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0650416,2018.38,0,0,0,無,無,有,250000,124,,0.0,0,,RPSQMLSKNHMFFBG66CC
