編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVNMLMJIIKFFAM48CC,21,106.33,住家用,鋼筋混凝土造,84年2月16日,十三層,
RPVNMLMJIIKFFAM48CC,21,26.85,見其他登記事項,鋼筋混凝土造,84年2月16日,十三層,
RPQNMLQKIIKFFCM68CC,24,273.93,住商用,鋼筋混凝土造,80年4月12日,六層,
RPPNMLOKRHKFFBM09CC,35,223.35,住商用,鋼筋混凝土造,69年10月13日,三層,
RPTNMLLLQHKFFBM66DC,,33.43,住家用,磚造,,一層,
RPQNMLRKRHKFFBM86CC,11,45.99,住商用,鋼筋混凝土造,93年8月4日,四層,
RPPNMLOKIIKFFBM28CC,29,251.13,住商用,鋼筋混凝土造,75年4月15日,四層,
RPPNMLPKQHKFFBM09CC,22,93.91,住家用,鋼筋混凝土造,82年5月27日,七層,
RPPNMLPKQHKFFBM09CC,22,14.12,見其他登記事項,鋼筋混凝土造,82年5月27日,七層,
RPPNMLPKQHKFFBM09CC,22,11.37,見其他登記事項,鋼筋混凝土造,82年5月27日,七層,
RPUNMLNKQHKFFCM86CC,21,35.21,見其他登記事項,鋼筋混凝土造,83年10月13日,十二層,
RPQNMLTKQHKFFBM07DC,22,80.55,住家用,鋼筋混凝土造,82年9月7日,七層,
RPQNMLTKQHKFFBM07DC,22,26.88,見其他登記事項,鋼筋混凝土造,82年9月7日,七層,
RPQNMLTKQHKFFBM07DC,22,15.61,見其他登記事項,鋼筋混凝土造,82年9月7日,七層,
