鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中壢區,房地(土地+建物)+車位,桃園市中壢區民權路四段271~300號,51.24,其他,,,1051101,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030915,278.34,3,2,2,有,有,無,20000,72,坡道平面,52.62,0,,RPQRMLLJJILFFBH08CC
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵站前西路二段181~210號,107.86,其他,,,1051101,土地1建物1車位1,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0981123,376.75,5,3,4,有,有,有,35000,93,坡道平面,0.0,0,,RPSRMLLJJILFFBH28CC
中壢區,房地(土地+建物),桃園市中壢區環中東路二段511~540號,16.3,住,,,1051101,土地1建物1車位0,一層,1,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800704,76.46,0,0,0,無,無,無,12000,157,,0.0,0,,RPPRMLLJJILFFBH08DC
大園區,房地(土地+建物),桃園市大園區高鐵南路一段91~120號,22.96,住,,,1051031,土地1建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040706,153.98,3,2,2,有,有,有,18000,117,,0.0,0,,RPWNMLLJJILFFEH68DC
大溪區,房地(土地+建物),桃園市大溪區介壽路22巷1~30號,32.79,住,,,1051030,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000919,196.63,3,2,2,有,有,有,12000,61,,0.0,0,,RPRQMLLJJILFFCH28DC
平鎮區,房地(土地+建物),桃園市平鎮區金陵路二段1~30號,64.87,住,,,1051025,土地2建物1車位0,全,1,透天厝,住家用,加強磚造,0631026,83.06,0,0,0,無,無,無,25000,301,,0.0,0,,RPVPMLLJJILFFGH98DC
八德區,房地(土地+建物),桃園市八德區義勇街1~30號,105.98,住,,,1050923,土地1建物1車位0,全,5,透天厝,見使用執照,鋼筋混凝土造,0951116,314.17,4,3,3,有,無,有,43000,137,,0.0,0,,RPUOMLLJJILFFFH78EC
平鎮區,房地(土地+建物),桃園市平鎮區民族路雙連一段331~360號,72.72,其他,,,1051031,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,0960426,82.43,4,2,3,有,有,有,21800,264,,0.0,0,,RPTNMLMJJILFFGH68DC
楊梅區,房地(土地+建物),桃園市楊梅區中山北路二段271~300號,26.75,住,,,1051010,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681003,80.88,1,0,1,有,無,無,30000,371,,0.0,0,,RPTNMLMJJILFFDH38DC
楊梅區,房地(土地+建物),桃園市楊梅區中山北路二段271~300號,26.75,住,,,1051027,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0681003,80.88,0,0,0,無,無,無,12000,148,,0.0,0,,RPUNMLMJJILFFDH48DC
中壢區,建物,桃園市中壢區九和一街1~30號,0.0,商,,,1051031,土地0建物1車位0,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970406,50.370000000000005,1,1,1,有,無,有,13333,265,,0.0,0,,RPTQMLMJJILFFBH38CC
中壢區,房地(土地+建物),桃園市中壢區強國路138巷2弄31~60號,69.83,住,,,1051016,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0780520,129.49,4,2,3,有,無,無,12500,97,,0.0,0,,RPPRMLMJJILFFBH08CC
桃園區,房地(土地+建物),桃園市桃園區國鼎一街1~30號,11.82,住,,,1051102,土地1建物1車位0,七層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840120,105.62,3,2,2,有,有,有,12000,114,,0.0,0,,RPTOMLNJJILFFAH18CC
蘆竹區,房地(土地+建物),桃園市蘆竹區長興路四段227巷8弄1~30號,158.04,工,,,1051021,土地2建物1車位0,見其他登記事項,4,工廠,工業用,鋼筋混凝土造,0840628,384.05,0,0,0,無,無,無,32000,,,0.0,0,,RPOOMLNJJILFFEH08CC
龍潭區,房地(土地+建物),桃園市龍潭區忠勇街31~60號,78.83,,鄉村區,乙種建築用地,1051023,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0660725,78.0,2,2,1,有,無,無,10000,128,,0.0,0,,RPUOMLNJJILFFCH48CC
龍潭區,房地(土地+建物),桃園市龍潭區中豐路543巷1~30號,56.24,,鄉村區,乙種建築用地,1051102,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0670804,91.84,3,2,2,有,無,無,10000,109,,0.0,0,,RPWOMLNJJILFFCH68CC
楊梅區,建物,桃園市楊梅區金山街298巷31~60號,0.0,住,,,1051015,土地0建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021115,124.33000000000001,3,2,2,有,有,無,10000,80,坡道平面,37.71,0,,RPPQMLNJJILFFDH28CC
八德區,房地(土地+建物),桃園市八德區寶豐街15巷19弄1~30號,601.69,工,,,1051011,土地1建物1車位0,見其他登記事項,4,工廠,見其他登記事項,鋼筋混凝土造,0840724,481.57,0,0,0,無,無,無,35000,,,0.0,0,,RPUNMLNJJILFFFH68CC
平鎮區,房地(土地+建物),桃園市平鎮區新富一街181~210號,12.84,住,,,1051015,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010920,140.12,3,2,2,有,無,無,13000,93,,0.0,0,,RPUNMLNJJILFFGH78CC
龜山區,建物,桃園市龜山區文青路151~180號,0.0,住,,,1051016,土地0建物1車位1,十二層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040814,191.67000000000002,4,2,2,有,有,無,18000,94,坡道平面,37.58,0,,RPUNMLOJJILFFHH98CC
龍潭區,房地(土地+建物),桃園市龍潭區十一分路106巷1~30號,66.19,,一般農業區,甲種建築用地,1051103,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0650930,72.76,5,3,2,有,無,有,8500,117,,0.0,0,,RPOOMLOJJILFFCH97CC
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南昌路61~90號,19.19,住,,,1051101,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970714,110.94,4,2,2,有,有,有,30000,270,坡道平面,0.0,0,,RPPOMLOJJILFFEH28CC
桃園區,房地(土地+建物),桃園市桃園區大興西路二段121~150號,13.58,住,,,1041031,土地1建物1車位0,一層,15,店面(店鋪),住商用,鋼筋混凝土造,0940425,145.27,0,0,0,無,有,無,55000,379,,0.0,0,,RPTPMLOJJILFFAH38CC
中壢區,房地(土地+建物),桃園市中壢區合圳北路二段473巷31~60號,3255.0,工,,,1051020,土地5建物1車位0,見其他登記事項,4,廠辦,見其他登記事項,見其他登記事項,0810424,4923.16,0,0,0,無,無,無,380000,77,,0.0,0,,RPQRMLOJJILFFBH38CC
中壢區,建物,桃園市中壢區環北路331~360號,0.0,住,,,1051010,土地0建物1車位1,二十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980629,164.26999999999998,3,2,2,有,有,有,35000,213,坡道平面,30.55,0,,RPSRMLOJJILFFBH58CC
中壢區,建物,桃園市中壢區利民路31~60號,0.0,住,,,1051018,土地0建物0車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701226,26.66,3,3,3,有,有,有,6000,225,,0.0,0,,RPVRMLOJJILFFBH88CC
桃園區,房地(土地+建物),桃園市桃園區莊敬路一段151~180號,13.22,住,,,1051101,土地1建物1車位0,一層,12,店面(店鋪),住商用,鋼筋混凝土造,0830302,164.16,0,0,0,無,有,無,48000,292,,0.0,0,,RPPNMLRJJILFFAH08CC
桃園區,建物,桃園市桃園區建國路211~240號,0.0,住,,,1051020,土地0建物0車位0,全,2,透天厝,住家用,加強磚造,0630301,31.04,0,0,0,無,無,無,18500,596,,0.0,0,,RPQPMLRJJILFFAH38CC
桃園區,房地(土地+建物),桃園市桃園區慈光街91~120號,11.53,住,,,1051107,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820408,70.05,2,2,1,有,無,有,11000,157,,0.0,0,,RPWPMLRJJILFFAH98CC
楊梅區,建物,桃園市楊梅區甡甡路902巷121~150號,0.0,,山坡地保育區,丙種建築用地,1051018,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0871009,91.74,3,2,2,有,無,有,5000,55,,0.0,0,,RPQOMLRJJILFFDH58CC
龜山區,房地(土地+建物),桃園市龜山區文青二路1~30號,18.56,住,,,1051105,土地1建物1車位0,一層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040709,127.64,0,0,0,無,有,無,25000,196,,0.0,0,,RPOPMLRJJILFFHH88CC
平鎮區,房地(土地+建物)+車位,桃園市平鎮區環南路三段181~210號,11.32,住,,,1051023,土地1建物2車位2,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930701,106.24,3,2,2,有,有,有,16000,151,坡道平面,0.0,0,,RPQPMLRJJILFFGH09DC
八德區,房地(土地+建物),桃園市八德區建德路241~270號,29.84,商,,,1051031,土地1建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031006,134.95,2,2,1,有,有,有,13000,96,,0.0,0,,RPROMLRJJILFFFH98DC
中壢區,房地(土地+建物),桃園市中壢區中北路91~120號,585.0,住,,,1051006,土地4建物1車位0,一層,5,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1000726,353.79,0,0,0,無,無,無,252000,712,,0.0,0,,RPXNMLRJJILFFBH09DC
八德區,房地(土地+建物)+車位,桃園市八德區廣豐路61~90號,13595.79,住,,,1050805,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040609,247.37,4,2,2,有,有,有,20000,81,坡道平面,58.49,0,,RPWNMLRJJILFFFH86EC
楊梅區,房地(土地+建物),桃園市楊梅區中山北路一段331~360號,1472.0,工,,,1050505,土地1建物1車位0,見其他登記事項,3,廠辦,商業用,鋼筋混凝土造,0680718,2862.0,0,0,0,無,無,無,260000,91,,0.0,0,"後5年每月貳拾捌萬元整,本廠辦占用農田水利會每年租金9萬元由承租方支付",RPSNMLRJJILFFDH88EC
