鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
壽豐鄉,房地(土地+建物),花蓮縣花蓮市壽豐村中山路六段31~60號,108.19,商,,,1051101,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0820511,285.92,6,2,4,有,無,有,21000,73,,0.0,0,,RPWNMLLJJILFFAU86CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中興路1~30號,9.59,商,,,1051027,土地1建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860718,95.94999999999999,2,1,1,有,有,有,13000,135,,0.0,0,,RPPNMLMJJILFFAU88CC
花蓮市,房地(土地+建物),花蓮縣花蓮市介仁街61~90號,143.6,住,,,1051007,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0831017,248.8,4,2,4,有,無,有,20000,80,,0.0,0,,RPRNMLNJJILFFAU66DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉昌隆3街61~90號,16.67,住,,,1051031,土地1建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840222,97.99000000000001,3,2,1,有,有,有,10000,102,,0.0,0,,RPSNMLNJJILFFAU76DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉明仁一街91~120號,75.0,住,,,1051104,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0770629,101.27,3,2,3,有,無,無,12000,118,,0.0,0,,RPSNMLSJJILFFAU27DC
吉安鄉,土地,慈勝段331~360地號,389.36,住,,,1051022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,28000,72,,0.0,0,其地上物無使用執照及保存登記,RPVOMLKKJILFFAU07EC
花蓮市,房地(土地+建物),花蓮縣花蓮市國民八街61~90號,7.8,住,,,1051011,土地1建物1車位0,六層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0781104,33.28,1,0,1,有,有,有,6000,180,,0.0,0,,RPWNMLKKJILFFAU86CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉祥四街1~30號,57.0,住,,,1051012,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0850417,188.98,3,2,4,有,無,有,19000,101,,0.0,0,,RPXNMLKKJILFFAU96CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉慶豐二街91~120號,51.5,住,,,1051014,土地1建物1車位0,一層,2,店面(店鋪),住商用,鋼筋混凝土造,0820525,56.85,0,0,1,有,無,無,8000,141,,0.0,0,,RPOOMLKKJILFFAU78CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉自強路421~450號,83.38,住,,,1051109,土地1建物1車位0,見其他登記事項,1,店面(店鋪),住家用,鋼筋混凝土加強磚造,0620101,49.5,2,0,2,有,無,有,16000,323,,0.0,0,,RPWNMLLKJILFFAU96CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街181~210號,42.21,住,,,1051101,土地1建物1車位0,見其他登記事項,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,,157.53,2,0,2,有,無,無,12000,76,,0.0,0,,RPQNMLQKJILFFAU86CC
花蓮市,房地(土地+建物),花蓮縣花蓮市花蓮市國聯四路31~60號,1.69,商,,,1051115,土地1建物1車位0,九層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,0780630,35.17,1,1,1,有,無,有,6500,185,,0.0,0,,RPVNMLSKJILFFAU57CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉明義五街34巷1~30號,100.22,,鄉村區,乙種建築用地,1051109,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830711,146.48,4,2,3,有,無,有,20000,137,,0.0,0,,RPOOMLMLJILFFAU09CC
花蓮市,房地(土地+建物),花蓮縣花蓮市三民街61~90號,204.0,住,,,1051026,土地1建物2車位0,全,2,透天厝,住家用,鋼筋混凝土造,,118.93,4,2,1,有,無,無,25000,210,,0.0,0,,RPPOMLMLJILFFAU56CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉昌一街189巷18衖1~30號,87.36,住,,,1051101,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0821231,126.95,3,2,2,有,無,有,13000,102,,0.0,0,,RPQOMLMLJILFFAU66CC
花蓮市,房地(土地+建物),花蓮縣花蓮市公正街31~60號,1.88,商,,,1051024,土地1建物1車位0,二層,12,辦公商業大樓,商業用,鋼筋混凝土造,0830630,20.17,0,0,0,無,有,無,2500,124,,0.0,0,,RPWNMLNLJILFFAU27CC
花蓮市,房地(土地+建物),花蓮縣花蓮市和平路178巷1~30號,46.0,農,,,1051024,土地1建物1車位0,全,2,透天厝,住家用,見其他登記事項,0610407,74.8,3,1,1,有,無,無,7000,94,,0.0,0,,RPOOMLNLJILFFAU56CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛二街271~300號,8.4,住,,,1051029,土地1建物1車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820120,28.58,1,0,1,有,有,有,5000,175,,0.0,0,,RPPOMLNLJILFFAU66CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛一街181~210號,13.34,商,,,1051105,土地1建物1車位0,一層,6,店面(店鋪),住商用,鋼筋混凝土造,0770208,58.58,0,0,1,有,有,無,8000,137,,0.0,0,,RPQOMLNLJILFFAU76CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南山三街1~30號,108.0,住,,,1051126,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0700202,117.93,2,2,2,有,無,無,12000,102,,0.0,0,,RPTNMLSLJILFFAU57DC
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛四街31~60號,8.51,住,,,1051118,土地1建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830811,68.42,2,1,1,有,有,有,11000,161,,0.0,0,,RPWNMLKMJILFFAU07CC
