鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
屏東巿,房地(土地+建物),屏東縣屏東市華盛街1~30號,42.23,住,,,1040205,土地1建物1車位0,一層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0930909,166.16,0,0,0,無,無,有,26000,156,,0.0,0,,RPVOMLLKKHKFFAT76CC
屏東巿,房地(土地+建物),屏東縣屏東市中正路751~780號,813.0,住,,,1040128,土地2建物1車位0,一層,1,店面(店鋪),,見其他登記事項,0790825,490.26,0,0,0,無,無,無,40000,82,,0.0,0,,RPUOMLNKKHKFFAT86CC
屏東巿,土地,溝美段1~30地號,532.0,住,,,1040210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,85000,160,,0.0,0,,RPQNMLMJLHKFFAT88CC
東港鎮,房地(土地+建物),屏東縣東港鎮光復路一段301~330號,113.45,住,,,1040121,土地1建物1車位0,全,4,透天厝,店舖、住宅,鋼筋混凝土造,0930706,218.14,4,2,3,有,無,無,40000,183,,0.0,0,每月租金40000元整含稅，第4年至第6年每月租金為42000元整含稅，第7年至第9年每月租金為44000元整含稅，第10年至第12年每月租金為46000元整含稅。,RPQNMLTKLHKFFDT47DC
屏東巿,房地(土地+建物),屏東縣屏東市民生路181~210號,56.0,商,,,1040324,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土加強磚造,0550202,42.48,0,0,0,無,無,無,10000,235,,0.0,0,,RPWNMLOLLHKFFAT27CC
屏東巿,房地(土地+建物),屏東縣屏東市建興南路1~30號,15.75,住,,,1040318,土地1建物1車位0,一層,2,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0830701,37.23,0,0,0,無,無,無,10000,269,,0.0,0,,RPXNMLOLLHKFFAT37CC
屏東巿,土地,斯文段151~180地號,68.0,住,,,1040330,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,15000,221,,0.0,0,含未保存登記建物,RPQNMLOKMHKFFAT66CC
屏東巿,房地(土地+建物),屏東縣屏東市公園路1~30號,284.0,住,,,1040326,土地1建物1車位0,四層,5,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0780302,194.33,0,0,0,無,無,有,22000,113,,0.0,0,,RPRNMLOKMHKFFAT76CC
東港鎮,建物,屏東縣東港鎮新學路181~210號,87.65,住,,,1040424,土地0建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,0780616,169.46,4,2,3,有,無,無,21000,124,,0.0,0,,RPXNMLRLMHKFFDT08CC
