編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQQMLMJKHKFFBE47CA,30,39.32,,鋼筋混凝土造,74年3月5日,十二層,一層 騎樓
RPQQMLMJKHKFFBE47CA,30,6.38,,鋼筋混凝土造,74年3月5日,十二層,
RPTNMLNJKHKFFAE47CA,43,149.10,住商用,加強磚造,60年12月16日,三層,一層 二層 三層 騎樓
RPTQMLMJKHKFFBE77CA,24,112.44,,鋼筋混凝土造,79年12月28日,十二層,四層
RPTQMLMJKHKFFBE77CA,24,37.16,,鋼筋混凝土造,79年12月28日,十二層,
RPTQMLMJKHKFFBE77CA,24,12.89,,鋼筋混凝土造,79年12月28日,十二層,
RPSOMLNJKHKFFBE57CA,22,54.84,住家用,鋼筋混凝土造,81年7月28日,十五層,十二層
RPSOMLNJKHKFFBE57CA,22,12.16,見使用執照,鋼筋混凝土造,81年7月28日,十五層,
RPSOMLNJKHKFFBE57CA,22,.00,見使用執照,鋼筋混凝土造,81年7月28日,十五層,
RPSOMLNJKHKFFBE57CA,22,23.89,見使用執照,鋼筋混凝土造,81年7月28日,十五層,
RPQNMLOJKHKFFAE27CA,46,89.80,,加強磚造,58年4月3日,二層,一層 二層
RPUOMLOJKHKFFAE77CA,18,89.36,商業用,鋼筋混凝土造,85年8月2日,十二層,一層 騎樓
RPUOMLOJKHKFFAE77CA,18,28.01,見使用執照,鋼筋混凝土造,85年8月2日,十二層,
RPSPMLNJKHKFFBE67CA,39,81.19,,鋼筋混凝土造,65年6月18日,十層,九層
RPVOMLPJKHKFFBE08CA,20,260.71,住商用,鋼筋混凝土造,84年6月26日,三層,一層 二層 三層 屋頂突出物 騎樓
RPVOMLPJKHKFFBE08CA,20,56.75,見使用執照,鋼筋混凝土造,84年6月26日,十九層,
RPOOMLQKKHKFFAE47CA,20,100.85,住家用,鋼筋混凝土造,84年1月26日,十五層,十三層
RPOOMLQKKHKFFAE47CA,20,25.88,見使用執照,鋼筋混凝土造,84年1月26日,十五層,
RPPNMLKKKHKFFBE96CA,48,87.30,,加強磚造,56年4月16日,二層,一層 二層
RPRNMLTJKHKFFAE87CA,2,130.62,住家用,鋼筋混凝土造,102年6月19日,二十四層,二十二層
RPRNMLTJKHKFFAE87CA,2,93.41,見其它登記事項,鋼筋混凝土造,102年6月19日,二十四層,
RPVNMLTJKHKFFAE28CA,8,92.31,住家用,鋼筋混凝土造,96年4月2日,十五層,四層
RPVNMLTJKHKFFAE28CA,8,50.37,見其它登記事項,鋼筋混凝土造,96年4月2日,十五層,
RPQNMLQKKHKFFAE57CA,36,52.23,,鋼筋混凝土造,68年6月25日,五層,四層
RPOPMLTJKHKFFAE77CA,8,87.71,住家用,鋼筋混凝土造,95年8月23日,十五層,七層
RPOPMLTJKHKFFAE77CA,8,50.75,共有部分,鋼筋混凝土造,95年8月23日,十五層,
RPVNMLKKKHKFFBE57CA,36,76.23,,鋼筋混凝土造,67年11月11日,七層,三層
RPRNMLKKKHKFFBE17CA,18,102.33,住家用,鋼筋混凝土造,86年4月21日,三十五層,十七層
RPRNMLKKKHKFFBE17CA,18,54.60,見使用執照,鋼筋混凝土造,86年4月21日,三十五層,
RPQOMLLKKHKFFCE37CA,20,88.72,見其它登記事項,鋼筋混凝土造,83年8月9日,十二層,五層
RPQOMLLKKHKFFCE37CA,20,46.16,見使用執照,鋼筋混凝土造,83年8月9日,十二層,
RPQOMLLKKHKFFCE37CA,20,36.07,國民住宅,鋼筋混凝土造,83年8月9日,十二層,
RPQOMLLKKHKFFCE37CA,20,.04,見其它登記事項,鋼筋混凝土造,83年8月9日,十二層,
RPRNMLOJKHKFFCE57CA,,80.33,住家用,鋼筋混凝土造,103年10月6日,十五層,十一層
RPRNMLOJKHKFFCE57CA,,67.95,見其它登記事項,鋼筋混凝土造,103年10月6日,十五層,
