編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPXNMLOKKHNFFBJ98CA,1,114.45,住家用,鋼筋混凝土造,106年1月9日,十四層,六層
RPXNMLOKKHNFFBJ98CA,1,25.18,見其他登記事項,鋼筋混凝土造,106年1月9日,十四層,
RPXNMLOKKHNFFBJ98CA,1,59.13,見其他登記事項,鋼筋混凝土造,106年1月9日,十四層,
RPXNMLOKKHNFFBJ98CA,1,.10,見其他登記事項,鋼筋混凝土造,106年1月9日,十四層,
RPPNMLOKKHNFFBJ18CA,10,70.79,商業用,鋼筋混凝土造,96年12月4日,十一層,七層
RPPNMLOKKHNFFBJ18CA,10,11.78,共用部分,鋼筋混凝土造,96年12月4日,十三層,
RPPNMLOKKHNFFBJ18CA,10,21.49,共用部分,鋼筋混凝土造,96年12月4日,十三層,
RPPNMLOKKHNFFBJ18CA,10,.08,見其他登記事項,鋼筋混凝土造,96年12月4日,十三層,
RPPNMLOKKHNFFBJ18CA,10,34.82,共用部分,鋼筋混凝土造,96年12月4日,十三層,
RPRNMLNKKHNFFBJ28CA,4,116.15,住家用,鋼筋混凝土造,102年10月24日,十四層,八層
RPRNMLNKKHNFFBJ28CA,4,87.08,見其他登記事項,鋼筋混凝土造,102年10月24日,十四層,
RPVPMLNKKHNFFBJ88CA,6,124.60,住家用,鋼筋混凝土造,101年3月28日,二十四層,三層
RPVPMLNKKHNFFBJ88CA,6,22.64,見其他登記事項,鋼筋混凝土造,101年3月28日,二十四層,
RPVPMLNKKHNFFBJ88CA,6,34.30,見其他登記事項,鋼筋混凝土造,101年3月28日,二十四層,
RPVPMLNKKHNFFBJ88CA,6,.02,商業用,鋼筋混凝土造,101年3月28日,二十四層,
RPVPMLNKKHNFFBJ88CA,6,31.65,見其他登記事項,鋼筋混凝土造,101年3月28日,二十四層,
RPTNMLNKKHNFFBJ48CA,10,27.37,商業用,鋼筋混凝土造,97年3月10日,十層,四層
RPTNMLNKKHNFFBJ48CA,10,11.33,共用部分,鋼筋混凝土造,97年3月10日,十層,
RPSNMLNKKHNFFBJ38CA,14,117.58,住家用,鋼筋混凝土造,92年8月27日,十層,五層
