編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUOMLSKQHMFFAT18CC,31,32.55,住家用,鋼筋混凝土造,75年5月23日,三層,
RPTNMLSJRHMFFAT97CC,35,81.88,國民住宅,鋼筋混凝土造,71年10月30日,五層,
RPSOMLOJQHMFFAT57DC,23,121.49,國民住宅,鋼筋混凝土造,83年12月19日,五層,
RPVOMLMKRHMFFAT87DC,23,40.32,住商用,鋼筋混凝土造,83年3月18日,七層,
RPVOMLMKRHMFFAT87DC,23,50.00,見其他登記事項,鋼筋混凝土造,83年3月18日,七層,
RPVNMLPLQHMFFAT08DC,4,327.88,住家用,見其他登記事項,102年3月11日,三層,
RPXNMLMKRHMFFAT87CC,5,264.62,住商用,鋼筋混凝土造,101年7月27日,四層,
RPWOMLMKRHMFFAT87CC,20,80.46,住家用,鋼筋混凝土造,87年2月19日,八層,
RPWOMLMKRHMFFAT87CC,20,24.98,見其他登記事項,鋼筋混凝土造,87年2月19日,八層,
RPPPMLRLRHMFFAT87CC,,43.00,工業用,鋼筋混凝土造,,二層,
RPPNMLKKIIMFFAT68CC,,143.13,住商用,鋼筋混凝土加強磚造,,二層,
RPTNMLTKRHMFFCT38CC,2,40.39,住商用,見其他登記事項,104年5月20日,四層,
RPTNMLNKIIMFFCT96CC,29,690.69,見使用執照,見使用執照,77年5月11日,一層,
RPSPMLMJIIMFFAT66CC,39,67.90,住商用,鋼筋混凝土造,67年12月13日,四層,
RPVNMLQKIIMFFAT27CC,39,44.80,住商用,鋼筋混凝土造,67年12月13日,四層,
RPWNMLMKRHMFFCT97CC,4,108.05,見其他登記事項,見其他登記事項,103年1月17日,五層,
RPXNMLNLQHMFFCT18CC,45,518.75,住商用,加強磚造,61年10月3日,二層,
RPSNMLKLRHMFFCT47CC,30,174.96,住商用,鋼筋混凝土造,76年5月20日,三層,
