鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
桃園區,建物,桃園縣桃園市中山路361~390號,0.0,住,,,1021022,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730402,126.4,0,0,0,無,有,無,16000,127,,0.0,0,,RPSQMLLJJIIFFAH77CC
中壢區,建物,桃園縣中壢市振興街1~30號,6.62,住,,,1021101,土地0建物1車位0,六層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820601,39.98,1,1,1,有,有,有,6000,150,,0.0,0,,RPRNMLLJJIIFFBH47CC
桃園區,房地(土地+建物)+車位,桃園縣桃園市上海路121~150號,14.83,住,,,1021026,土地1建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920414,114.41999999999999,3,2,2,有,有,有,13500,118,坡道平面,0.0,0,,RPPSMLLJJIIFFAH87EC
桃園區,房地(土地+建物),桃園縣桃園市興一街91~120號,15.82,住,,,1020920,土地1建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820512,95.31,3,2,2,有,有,有,14500,152,,0.0,0,,RPRSMLLJJIIFFAH08EC
八德區,房地(土地+建物),桃園縣八德市介壽路一段781~810號,333.27,住,,,1021001,土地2建物2車位0,見其他登記事項,2,店面(店鋪),住家用,加強磚造,0620301,425.65,0,0,0,無,無,無,160000,376,,0.0,0,,RPPOMLLJJIIFFFH97EC
龍潭區,房地(土地+建物),桃園縣龍潭鄉百年二街2巷1~30號,72.45,,鄉村區,乙種建築用地,1021101,土地2建物3車位0,全,4,透天厝,住家用,鋼筋混凝土造,0860130,244.59,4,2,3,有,有,無,10224,42,,0.0,0,,RPWNMLPJJIIFFCH48CC
中壢區,建物,桃園縣中壢市南園二路361~390號,70.42,住,,,1021011,土地0建物1車位0,見其他登記事項,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0980430,237.33,4,2,4,有,有,無,30000,126,,0.0,0,,RPRRMLPJJIIFFBH38DC
大園區,房地(土地+建物),桃園縣大園鄉領航北路四段361~390號,27.25,住,,,1021022,土地1建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970401,128.27,3,2,2,有,有,有,16000,125,,0.0,0,,RPOOMLPJJIIFFEH08DC
蘆竹區,房地(土地+建物)+車位,桃園縣蘆竹鄉吉林路132巷1~30號,18.62,住,,,1021103,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940325,128.49,4,2,2,有,有,有,17000,132,坡道平面,20.0,0,,RPSNMLQJJIIFFEH48DC
