編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQOMLPJJIHFFAF27CA,20,43.23,住家用,鋼筋混凝土造,81年9月25日,七層,四層
RPQOMLPJJIHFFAF27CA,20,3.69,共有部份,鋼筋混凝土造,81年9月25日,七層,
RPQOMLPJJIHFFAF27CA,20,5.49,共有部份,鋼筋混凝土造,81年9月25日,七層,
RPSNMLPJJIHFFAF37CA,25,90.42,見使用執照,鋼筋混凝土造,76年9月5日,五層,一層 騎樓
RPSNMLPJJIHFFAF37CA,25,7.62,共有部份,鋼筋混凝土造,76年9月5日,五層,
RPRNMLPJJIHFFAF27CA,16,57.76,住家用,鋼筋混凝土造,85年5月22日,十四層,十三層
RPRNMLPJJIHFFAF27CA,16,7.54,共有部份,鋼筋混凝土造,85年5月22日,十四層,
RPRNMLPJJIHFFAF27CA,16,9.12,共有部份,鋼筋混凝土造,85年5月22日,十四層,
RPWPMLPJJIHFFAF97CA,5,54.89,住家用,鋼筋混凝土造,96年7月12日,十三層,六層
RPWPMLPJJIHFFAF97CA,5,13.06,共有部份,鋼筋混凝土造,96年7月12日,十三層,
RPWPMLPJJIHFFAF97CA,5,8.31,共有部份,鋼筋混凝土造,96年7月12日,十三層,
RPORMLPJJIHFFAF37CA,4,78.37,住家用,鋼筋混凝土造,98年1月16日,七層,七層
RPORMLPJJIHFFAF37CA,4,9.65,共有部份,鋼筋混凝土造,98年1月16日,七層,
RPORMLPJJIHFFAF37CA,4,21.55,共有部份,鋼筋混凝土造,98年1月16日,七層,
RPORMLPJJIHFFAF37CA,4,23.81,共有部份,鋼筋混凝土造,98年1月16日,七層,
RPWNMLRJJIHFFAF97CA,33,94.09,住家用,鋼筋混凝土造,68年11月23日,五層,三層 陽台
RPSOMLMJJIHFFAF17CA,38,44.94,住家用,鋼筋混凝土造,63年11月8日,四層,四層
RPOOMLMJJIHFFAF76CA,14,90.70,住家用,鋼筋混凝土造,87年12月28日,七層,三層
RPOOMLMJJIHFFAF76CA,14,12.39,見其他登記事項,鋼筋混凝土造,87年12月28日,七層,
RPOOMLMJJIHFFAF76CA,14,21.27,見其他登記事項,鋼筋混凝土造,87年12月28日,七層,
RPUOMLMJJIHFFAF37CA,,88.94,住家用,鋼筋混凝土造,,五層,二層 陽台
RPXNMLMJJIHFFAF57CA,18,98.73,住家用,鋼筋混凝土造,83年11月10日,十六層,十三層
RPXNMLMJJIHFFAF57CA,18,8.01,共有部份,鋼筋混凝土造,83年11月10日,十六層,
RPRRMLPJJIHFFAF67CA,34,86.22,住家用,鋼筋混凝土造,67年4月29日,五層,四層 陽台
RPWNMLMJJIHFFAF47CA,32,83.22,住家用,鋼筋混凝土造,70年1月21日,五層,三層 陽台
RPVOMLMJJIHFFAF47CA,19,87.39,住家用,鋼筋混凝土造,82年7月26日,二十層,五層
RPVOMLMJJIHFFAF47CA,19,12.08,共有部份,鋼筋混凝土造,82年7月26日,二十層,
RPVOMLMJJIHFFAF47CA,19,22.19,共有部份,鋼筋混凝土造,82年7月26日,二十二層,
RPSPMLSJJIHFFAF87CA,19,21.91,住家用,鋼筋混凝土造,83年2月4日,八層,七層
RPSPMLSJJIHFFAF87CA,19,1.70,共有部份,鋼筋混凝土造,83年2月4日,八層,
RPTOMLLJJIHFFBF27CA,37,63.78,住家用,加強磚造,64年5月29日,三層,
RPPPMLLJJIHFFBF96CA,27,77.89,住家用,鋼筋混凝土造,75年3月25日,五層,四層
RPXUMLNKJIHFFAF48CA,36,62.97,住家用,鋼筋混凝土造,65年9月27日,四層,三層 陽台
RPVUMLNKJIHFFAF28CA,35,125.00,住家用,鋼筋混凝土造,67年3月8日,四層,陽台 二層
RPUOMLLJJIHFFBF37CA,15,67.91,住家用,鋼筋混凝土造,86年7月18日,十五層,十四層
RPUOMLLJJIHFFBF37CA,15,12.90,共有部份,鋼筋混凝土造,86年7月18日,十五層,
RPUOMLLJJIHFFBF37CA,15,1.68,共有部份,鋼筋混凝土造,86年7月18日,十五層,
RPUOMLLJJIHFFBF37CA,15,11.17,共有部份,鋼筋混凝土造,86年7月18日,十五層,
RPVTMLNKJIHFFAF18CA,17,69.06,住家用,鋼筋混凝土造,85年3月14日,十層,二層
RPVTMLNKJIHFFAF18CA,17,5.82,共有部份,鋼筋混凝土造,85年3月14日,十層,
RPVTMLNKJIHFFAF18CA,17,4.26,共有部份,鋼筋混凝土造,85年3月14日,十層,
