鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
西區,建物,臺中市西區英才路421~450號,45.09,住,,,1011101,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990812,45.09,1,1,1,有,有,有,28000,621,,0.0,0,,RPUOMLLJJIHFFAB07CC
東區,房地(土地+建物),臺中市東區十甲路211~240號,95.0,住,,,1011003,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0840321,250.1,8,3,5,有,無,有,22500,90,,0.0,0,,RPRPMLLJJIHFFAB86CC
北區,建物,臺中市北區忠明路121~150號,0.0,,,,1011101,土地0建物1車位0,一層,8,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0780613,42.64,0,0,0,無,有,無,12000,281,,0.0,0,,RPVOMLLJJIHFFBB27CC
北區,建物,臺中市北區大雅路451~480號,5.0,住,,,1011019,土地0建物1車位0,十四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880616,42.32,2,1,1,有,有,有,10000,236,,0.0,0,,RPRPMLLJJIHFFBB96CC
北區,房地(土地+建物),臺中市北區西屯路一段301~330號,74.0,住,,,1011016,土地1建物1車位0,全,2,透天厝,商業用,鋼筋混凝土加強磚造,0570523,108.14,0,0,1,無,無,無,25000,231,,0.0,0,"本戶1.2樓後方及3樓有加建為所有權人自行加建,無保存登記",RPTQMLLJJIHFFBB27CC
南屯區,房地(土地+建物),臺中市南屯區大墩十街271~300號,77.65,住,,,1011201,土地1建物2車位0,四層,12,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0880914,605.73,0,0,0,無,有,有,99800,165,,0.0,0,,RPSQMLLJJIHFFCB27CC
西屯區,房地(土地+建物),臺中市西屯區惠來路三段74巷1~30號,98.0,住,,,1011101,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0761022,149.66,4,2,4,有,無,無,27000,180,,0.0,0,,RPTQMLLJJIHFFCB37CC
太平區,房地(土地+建物),臺中市太平區新平路二段391~420號,5.5,住,,,1011031,土地1建物1車位0,三層,7,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0820215,32.78,1,1,1,有,無,有,2500,76,,0.0,0,,RPUNMLLJJIHFFHL68CC
北屯區,房地(土地+建物),臺中市北屯區旅順路二段331~360號,17.34,住,,,1011010,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790216,109.36,3,2,2,有,有,有,10500,96,,0.0,0,,RPOQMLLJJIHFFBB86DC
