編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPXNMLOLJIJFFAI78DC,17,150.52,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPOOMLOLKIJFFAI97CC,46,90.72,住商用,鋼筋混凝土加強磚造,58年5月12日,二層,
RPQOMLOLKIJFFAI38EC,21,269.60,住商用,鋼筋混凝土造,83年3月23日,五層,
RPRNMLSJJIJFFAI28CC,21,79.82,住家用,鋼筋混凝土造,83年3月19日,七層,
RPRNMLPKKIJFFAI28DC,23,120.53,住家用,鋼筋混凝土造,80年11月25日,十層,
RPTNMLPLKIJFFAI48CC,33,104.87,住商用,鋼筋混凝土加強磚造,70年6月30日,二層,
RPSNMLPLKIJFFAI38CC,10,188.64,住家用,鋼筋混凝土造,93年11月1日,十四層,
RPOOMLKKKIJFFAI47CC,48,490.00,見使用執照,鋼筋混凝土造,56年1月20日,四層,
RPOOMLKKKIJFFAI47CC,24,58.30,住商用,鋼筋混凝土造,79年7月26日,四層,
RPSNMLOJJIJFFAI97CC,10,115.40,住家用,鋼筋混凝土造,93年11月1日,十四層,
RPSNMLOJJIJFFAI97CC,10,73.24,共有部份,鋼筋混凝土造,93年11月1日,十四層,
RPUOMLRJJHKFFAI68DC,17,147.54,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPTOMLSLJHKFFAI88DC,22,48.12,住家用,鋼筋混凝土造,82年6月9日,十六層,
RPVOMLRJJHKFFAI78DC,17,116.61,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPUNMLMLJHKFFAI28DC,17,79.56,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPROMLLLJHKFFAI97DC,17,139.98,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPROMLSLJHKFFAI68DC,17,119.94,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPWOMLSLJHKFFAI09CC,19,72.00,住家用,鋼筋混凝土造,84年10月4日,十一層,
RPXNMLNLJHKFFAI68DC,17,114.92,住家用,鋼筋混凝土造,87年3月19日,二十二層,
RPUOMLQKJHKFFAI58CC,20,53.77,商業用,鋼筋混凝土造,83年7月22日,十二層,
RPUOMLQKJHKFFAI58CC,20,29.89,共有部份,鋼筋混凝土造,83年7月22日,十二層,
RPVOMLQKJHKFFAI68CC,20,113.92,商業用,鋼筋混凝土造,83年7月22日,十二層,
RPVOMLQKJHKFFAI68CC,20,29.89,共有部份,鋼筋混凝土造,83年7月22日,十二層,
RPOPMLSLJHKFFAI38CC,24,310.40,住家用,鋼筋混凝土造,79年8月9日,四層,
RPXOMLSLJHKFFAI56CC,49,33.39,見其他登記事項,見其他登記事項,54年7月25日,二層,
