編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPXOMLLKJIJFFCC97CC,19,103.17,住家用,鋼筋混凝土造,85年3月9日,十六層,
RPSNMLOLJIJFFCC87DC,22,117.72,住家用,鋼筋混凝土造,82年2月19日,五層,
RPWOMLMJKIJFFCC97CC,19,87.79,住家用,鋼筋混凝土造,85年1月18日,七層,
RPROMLMJKIJFFCC47CC,10,137.79,住家用,鋼筋混凝土造,94年1月5日,十層,
RPQOMLLJKIJFFCC27CC,25,118.86,住家用,鋼筋混凝土造,79年1月5日,五層,
RPSNMLQJJHKFFCC87DC,19,85.00,商業用,鋼筋混凝土造,85年3月22日,七層,
RPUOMLNLJHKFFCC97CC,18,101.11,住家用,鋼筋混凝土造,86年1月25日,十二層,
RPQNMLKMJHKFFCC27CC,34,102.60,住家用,鋼筋混凝土造,69年8月7日,四層,
RPPNMLLKKIJFFBC07CC,15,112.05,住家用,鋼筋混凝土造,88年10月6日,五層,
RPQOMLKLJHKFFBC27DC,34,61.10,住家用,鋼筋混凝土造,69年12月3日,六層,
RPWSMLMKJIJFFBC28CC,23,77.74,商業用,鋼筋混凝土造,80年9月26日,五層,
RPVNMLOLJIJFFBC97CC,23,150.48,住家用,鋼筋混凝土造,81年1月29日,十層,
RPRNMLRLJIJFFBC87CC,16,64.77,住家用,鋼筋混凝土造,87年5月14日,五層,
