編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVNMLOKKHOFFAM66CC,12,166.85,住商用,鋼筋混凝土造,96年5月10日,四層,
RPQNMLLLLHOFFCM88CC,47,275.36,住商用,鋼筋混凝土加強磚造,61年6月2日,四層,
RPQOMLLLKHOFFBM78CC,38,110.16,住家用,鋼筋混凝土加強磚造,70年6月1日,二層,
RPQNMLLKMHOFFAM68CC,24,101.22,見其他登記事項,鋼筋混凝土造,83年11月9日,十六層,
RPQNMLLKMHOFFAM68CC,24,15.29,見其他登記事項,鋼筋混凝土造,83年11月9日,十六層,
RPOOMLOLMHOFFAM98CC,24,130.21,見其他登記事項,鋼筋混凝土造,83年11月9日,十六層,
RPUNMLMKMHOFFAM56CC,,736.73,見其他登記事項,見其他登記事項,108年1月17日,一層,
RPPNMLOLMHOFFBM09CC,53,52.02,住家用,磚造,55年1月28日,一層,
RPPNMLSJMHOFFBM66CC,4,173.24,見其他登記事項,鋼筋混凝土造,104年7月14日,三層,
