鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
苗栗市,建物,苗栗縣苗栗市青苗里11鄰中正路571~600號,87.0,,,,1020601,土地0建物1車位0,一層,3,店面(店鋪),住商用,鋼筋混凝土造,,145.56,0,0,0,無,無,無,15000,103,,0.0,0,,RPWNMLMJNHIFFBK78DC
頭份巿,房地(土地+建物),苗栗縣頭份鎮五福街1~30號,22.16,住,,,1020401,土地1建物1車位0,見其他登記事項,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821116,121.39,2,2,2,有,有,無,8500,70,,0.0,0,,RPVOMLNJNHIFFFK56CC
頭份巿,建物,苗栗縣頭份鎮東民一街1~30號,160.0,,,,1020801,土地0建物1車位0,一層,3,店面(店鋪),見其他登記事項,見其他登記事項,0991206,94.34,0,0,0,無,無,無,10000,106,,0.0,0,,RPUOMLQJNHIFFFK86DC
竹南鎮,房地(土地+建物),苗栗縣竹南鎮博愛街140巷1~30號,59.0,住,,,1020501,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0690811,144.44,4,2,2,有,無,有,15000,104,,0.0,0,,RPSNMLPKNHIFFDK88CC
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮國豐路31巷11弄1~30號,87.0,工,,,1020601,土地1建物1車位1,全,3,透天厝,見使用執照,鋼筋混凝土造,1010706,148.65,4,2,3,有,無,無,15000,101,其他,0.0,0,,RPVNMLRKNHIFFDK76CC
頭份巿,建物,苗栗縣頭份鎮山下里信東路二段61~90號,0.0,住,,,1020506,土地0建物1車位0,一層,4,店面(店鋪),住商用,見其他登記事項,0970408,45.12,0,0,1,有,無,無,10000,222,,0.0,0,,RPPNMLNLNHIFFFK68CC
頭份巿,房地(土地+建物),苗栗縣頭份鎮東民三街1~30號,153.0,住,,,1020601,土地1建物1車位0,三層,3,店面(店鋪),見其他登記事項,見其他登記事項,1000323,265.09,0,1,1,有,無,無,22500,85,,0.0,0,,RPTNMLSLNHIFFFK96CC
銅鑼鄉,房地(土地+建物),苗栗縣銅鑼鄉中平村中興一街31~60號,117.02,,工業區,丁種建築用地,1020502,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0830416,213.3,4,1,3,有,無,有,14000,66,,0.0,0,,RPPNMLSLNHIFFEK09CC
頭份巿,房地(土地+建物),苗栗縣頭份鎮東民路151~180號,434.0,工,,,1020610,土地1建物1車位0,全,2,透天厝,見其他登記事項,見其他登記事項,1000119,693.76,0,0,0,無,無,無,90000,130,,0.0,0,,RPOPMLNJOHIFFFK68CC
苗栗市,房地(土地+建物),苗栗縣苗栗市自治路331~360號,260.32,住,,,1020601,土地1建物1車位0,一層,1,店面(店鋪),住商用,鋼筋混凝土造,0960307,260.32,3,1,1,有,無,無,20000,77,,0.0,0,,RPVNMLPJOHIFFBK98CC
苗栗市,土地,社寮岡段211~240地號,1243.0,商,,,1020601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,55000,44,,0.0,0,,RPXNMLPJOHIFFBK56CC
苗栗市,房地(土地+建物),苗栗縣苗栗市自治路451~480號,178.06,住,,,1020601,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0831118,201.65,4,2,2,有,有,無,13000,64,,0.0,0,,RPTNMLQJOHIFFBK88CC
苗栗市,房地(土地+建物),苗栗縣苗栗市福星里2鄰中華路241~270號,17.38,住,,,1020601,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840826,72.63,3,1,1,有,無,無,7000,96,,0.0,0,,RPUNMLQJOHIFFBK98CC
竹南鎮,房地(土地+建物),苗栗縣竹南鎮獅山61~90號,2965.0,工,,,1020601,土地3建物1車位0,見其他登記事項,2,工廠,工業用,鋼造,,2066.58,0,0,0,無,無,無,105000,,,0.0,0,,RPXNMLLLOHIFFDK56CC
頭份巿,房地(土地+建物),苗栗縣頭份鎮大同街號,308.99,其他,,,1020710,土地1建物1車位0,一層,1,廠辦,住家用,見其他登記事項,0800625,185.12,0,0,0,無,無,無,25000,135,,0.0,0,,RPVNMLMLOHIFFFK66CC
苗栗市,房地(土地+建物),苗栗縣苗栗市新苗里2鄰中正路781~810號,234.0,商,,,1020701,土地4建物2車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0800913,151.59,0,0,0,無,無,無,40000,264,,0.0,0,,RPQNMLMJPHIFFBK28CC
苗栗市,建物,苗栗縣苗栗市新英里新英151~180號,0.0,,山坡地保育區,農牧用地,1020701,土地0建物1車位0,一層,1,農舍,農舍,磚造,0750224,122.25,5,1,1,有,無,有,3000,,,0.0,0,,RPWNMLKKPHIFFBK78CC
頭份巿,房地(土地+建物),苗栗縣頭份鎮中華路1111~1140號,381.0,商,,,1021001,土地2建物1車位0,二層,2,其他,商業用,磚造,0341001,372.11,0,0,0,無,無,無,30000,81,,0.0,0,,RPSNMLLKPHIFFFK98DC
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮中正里13鄰中正88支1~30號,81.8,住,,,1020710,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0930908,125.07,3,2,3,有,無,有,8000,64,,0.0,0,,RPQNMLTLPHIFFCK66CC
