鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
新莊區,房地(土地+建物),新北市新莊區中華路二段210巷1~30號,8.63,住,,,1020426,土地1建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810113,55.16,2,1,1,有,無,有,13000,236,,0.0,0,,RPXPMLLJNHIFFBF38CC
泰山區,房地(土地+建物),新北市泰山區泰林路二段142巷1弄1~30號,27.93,住,,,1020416,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750514,101.1,4,2,2,有,無,有,13500,134,,0.0,0,,RPPQMLMJNHIFFBF77CC
泰山區,房地(土地+建物),新北市泰山區中央路9巷1~30號,22.0,住,,,1020430,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680506,67.9,2,1,1,有,無,無,7500,110,,0.0,0,,RPRQMLMJNHIFFBF97CC
板橋區,房地(土地+建物),新北市板橋區民生路三段301~330號,1.7,住,,,1020403,土地1建物1車位0,二十四層,37,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,50.2,1,1,1,有,無,有,16000,319,,0.0,0,格局為1+3房,RPPPMLMJNHIFFAF57CC
汐止區,房地(土地+建物),新北市汐止區水源路一段271~300號,0.0,住,,,1020429,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850807,82.01,2,2,1,有,有,有,13500,165,,0.0,0,,RPWOMLMJNHIFFDF48CC
汐止區,房地(土地+建物),新北市汐止區龍安路31~60號,0.0,商,,,1020429,土地1建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0820119,175.15,4,2,2,有,有,無,17000,97,,0.0,0,,RPXOMLMJNHIFFDF58CC
汐止區,房地(土地+建物),新北市汐止區汐碇路31~60號,0.0,住,,,1020430,土地2建物1車位0,一層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860409,81.15,3,2,2,有,有,有,13500,166,,0.0,0,,RPPPMLMJNHIFFDF87CC
三重區,建物,新北市三重區長壽西街31~60號,0.0,住,,,1020423,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0690414,79.0,3,2,1,有,無,無,15000,190,,0.0,0,,RPTOMLMJNHIFFGF48CC
三重區,建物,新北市三重區三和路二段1~30號,0.0,商,,,1020423,土地0建物1車位0,三層,11,店面(店鋪),商業用,鋼筋混凝土造,0821019,99.11,21,2,3,有,有,有,120000,1211,,0.0,0,,RPWOMLMJNHIFFGF78CC
中和區,房地(土地+建物)+車位,新北市中和區橋和路91~120號,38.07,工,,,1020501,土地1建物1車位1,十層,10,廠辦,見其他登記事項,鋼筋混凝土造,0911018,285.96,0,0,0,無,有,無,50000,184,升降平面,30.74,0,,RPQNMLMJNHIFFHF18CC
三峽區,土地,大學段一小段61~90地號,218.0,住,,,1020416,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,260000,1193,,0.0,0,,RPRNMLMJNHIFFIF38CC
土城區,建物,新北市土城區中央路一段151~180號,65.0,住,,,1020315,土地0建物1車位0,全,3,透天厝,住家用,加強磚造,0630318,139.2,0,0,0,無,無,無,50000,359,,0.0,0,,RPWNMLMJNHIFFAF28EC
土城區,房地(土地+建物)+車位,新北市土城區忠承路61~90號,56.55,工,,,1020226,土地1建物1車位2,八層,12,廠辦,見其他登記事項,鋼筋混凝土造,0990611,314.1,0,0,0,無,有,無,60000,212,坡道平面,59.1,6000,,RPQOMLMJNHIFFAF77EC
汐止區,建物,新北市汐止區仁愛路121~150號,0.0,住,,,1011224,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0910308,101.93,1,1,1,有,無,無,20000,196,,0.0,0,,RPPPMLNJNHIFFDF18EC
樹林區,房地(土地+建物),新北市樹林區學成路511~540號,11.56,商,,,1020306,土地1建物1車位0,十九層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990331,98.2,2,2,1,有,有,無,14500,148,,0.0,0,,RPSQMLNJNHIFFIF09EC
