鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
東勢區,房地(土地+建物),臺中市東勢區新豐街31~60號,25.16,住,,,1020429,土地1建物1車位0,見使用執照,3,店面(店鋪),住商用,鋼筋混凝土造,0870824,45.1,2,1,2,有,有,無,8000,177,,0.0,0,,RPPNMLLJNHIFFEL38DC
北屯區,房地(土地+建物)+車位,臺中市北屯區雷中街112巷28弄1~30號,15.03,住,,,1020428,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871111,157.14999999999998,4,2,2,有,有,有,14000,89,坡道機械,0.0,0,,RPXNMLLJNHIFFBB77CC
北屯區,房地(土地+建物),臺中市北屯區北屯路391~420號,14.42,住,,,1020428,土地2建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890218,116.27000000000001,3,2,2,有,有,有,15000,129,,0.0,0,,RPROMLLJNHIFFBB27CC
北屯區,房地(土地+建物),臺中市北屯區崇德二路一段157巷1~30號,3.26,住,,,1020430,土地1建物1車位0,一層,7,套房(1房1廳1衛),商業用,鋼筋混凝土造,0830825,20.08,1,0,1,有,有,有,5000,249,,0.0,0,,RPPPMLLJNHIFFBB17CC
北區,房地(土地+建物),臺中市北區進化北路331~360號,20.43,住,,,1020501,土地1建物1車位0,一層,12,店面(店鋪),見其他登記事項,鋼筋混凝土造,0971128,248.18,0,0,0,無,有,無,50000,201,,0.0,0,租1+2樓,RPOSMLLJNHIFFBB37CC
北屯區,房地(土地+建物),臺中市北屯區松竹路二段361~390號,81.0,商,,,1020430,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1000906,217.85,0,0,0,無,無,無,36000,165,,0.0,0,,RPPSMLLJNHIFFBB47CC
西屯區,建物,臺中市西屯區大隆路181~210號,96.0,商,,,1020401,土地0建物1車位0,一層,3,店面(店鋪),住商用,鋼筋混凝土造,0760611,208.0,5,1,4,有,無,無,45000,216,,0.0,0,,RPPPMLLJNHIFFCB27CC
大雅區,建物,臺中市大雅區民富街151~180號,0.0,,,,1020501,土地0建物1車位0,二層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0810611,177.02,2,1,1,有,無,有,12000,68,,0.0,0,,RPQNMLLJNHIFFFL48CC
西屯區,房地(土地+建物),臺中市西屯區西安街181~210號,108.0,住,,,1020501,土地1建物1車位0,一層,2,店面(店鋪),見其他登記事項,鋼筋混凝土造,0610901,72.03,1,0,1,有,無,有,36000,500,,0.0,0,,RPRPMLMJNHIFFCB67DC
烏日區,土地,溪南東段181~210地號,1787.0,農,特定農業區,農牧用地,1020403,土地1建物0車位0,,,工廠,,,,0.0,0,0,0,無,無,無,120000,,,0.0,0,"租賃建物約395坪,含增建或未登記建物。",RPPOMLMJNHIFFGL68CC
