編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUNMLLJKHIFFAO38CC,19,30.02,住家用,鋼筋混凝土造,83年3月23日,六層,
RPUNMLLJKHIFFAO38CC,19,30.02,共有部分,鋼筋混凝土造,83年3月23日,六層,
RPUNMLLJKHIFFAO38CC,19,30.02,共有部分,鋼筋混凝土造,83年3月23日,六層,
RPVNMLOJKHIFFAO78CC,17,409.06,見其他登記事項,鋼筋混凝土造,85年5月21日,十二層,
RPVNMLOJKHIFFAO78CC,17,55.16,共有部分,鋼筋混凝土造,85年5月21日,十二層,
RPVNMLOJKHIFFAO78CC,17,93.64,共有部分,鋼筋混凝土造,85年5月21日,十二層,
RPRNMLMJKHIFFAO18CC,21,79.21,住家用,鋼筋混凝土造,81年3月10日,六層,
RPPSMLPJKHIFFAO88DC,19,74.73,住家用,鋼筋混凝土造,83年1月31日,九層,
RPRRMLPJKHIFFAO98DC,15,31.58,住家用,鋼筋混凝土造,87年4月30日,十層,
RPSRMLPJKHIFFAO09DC,16,28.60,商業用,鋼筋混凝土造,85年11月5日,十一層,
RPVQMLPJKHIFFAO66DC,1,45.20,見其他登記事項,鋼筋混凝土造,101年2月21日,十一層,
RPWRMLPJKHIFFAO86DC,23,36.47,住商用,鋼筋混凝土造,79年2月7日,十二層,
RPVRMLPJKHIFFAO76DC,17,73.97,住家用,鋼筋混凝土造,84年10月9日,五層,
RPUNMLPJKHIFFAO78CC,24,147.20,住家用,鋼筋混凝土造,77年11月14日,四層,
RPOSMLPJKHIFFAO78DC,1,45.80,見其他登記事項,鋼筋混凝土造,101年2月21日,十一層,
RPWQMLPJKHIFFAO76DC,21,24.26,住家用,鋼筋混凝土造,80年7月30日,十二層,
RPORMLPJKHIFFAO68DC,16,17.86,辦公室,鋼筋混凝土造,86年5月20日,十七層,
RPVSMLQJKHIFFAO86CC,27,94.19,住家用,鋼筋混凝土造,74年11月9日,五層,
RPWQMLQJKHIFFAO76CC,1,62.27,見其他登記事項,鋼筋混凝土造,101年2月21日,十一層,
RPRSMLPJKHIFFAO09DC,17,104.75,住家用,鋼筋混凝土造,85年1月25日,九層,
