鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
南投市,房地(土地+建物),南投縣南投市信義街211~240號,67.0,住,,,1030115,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0811111,127.31,3,2,2,有,無,無,12000,94,,0.0,0,,RPTNMLPJKHJFFAM58CC
草屯鎮,房地(土地+建物),南投縣草屯鎮碧興路一段31~60號,1985.31,,鄉村區,乙種建築用地,1030206,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0820503,206.35,4,3,3,有,無,無,10500,51,,0.0,0,,RPRNMLQJKHJFFBM58CC
草屯鎮,房地(土地+建物),南投縣草屯鎮和平里中山街211~240號,99.0,商,,,1030210,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0900803,290.11,6,4,4,有,無,無,70000,241,,0.0,0,,RPRNMLLKKHJFFBM28DC
草屯鎮,土地,中興段1801~1830地號,102.0,住,,,1030210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,26000,255,,0.0,0,包含未辦保存登記建物一棟,RPPNMLPKKHJFFBM38CC
南投市,房地(土地+建物),南投縣南投市復興路61~90號,186.0,商,,,1030222,土地2建物2車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0770330,522.9,0,0,0,無,無,有,42000,80,,0.0,0,,RPUNMLNJLHJFFAM68DC
草屯鎮,房地(土地+建物),南投縣草屯鎮民生路91~120號,102.0,住,,,1030301,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0900509,165.21,4,3,2,有,無,有,10000,61,,0.0,0,全棟租賃,RPXNMLPJLHJFFBM66DC
南投市,建物,南投縣南投市文林路53巷1~30號,113.0,其他,,,1030220,土地0建物1車位0,一層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840606,32.58,1,1,1,有,有,有,5000,153,,0.0,0,,RPUNMLKKLHJFFAM38CC
南投市,建物,南投縣南投市文林路53巷1~30號,113.0,其他,,,1030220,土地0建物1車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840606,19.83,1,1,1,有,有,有,5000,252,,0.0,0,,RPVNMLKKLHJFFAM48CC
埔里鎮,房地(土地+建物),南投縣埔里鎮安四街124巷1~30號,85.0,住,,,1030311,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0770531,105.66,2,2,2,有,無,有,9000,85,,0.0,0,,RPPNMLOKLHJFFCM48CC
埔里鎮,房地(土地+建物),南投縣埔里鎮北環路184巷1~30號,72.34,住,,,1030303,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土造,0701224,103.55,3,2,2,有,無,有,9000,87,,0.0,0,,RPQNMLOKLHJFFCM58CC
南投市,房地(土地+建物),南投縣南投市力行一街31~60號,93.18,其他,,,1030315,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830627,166.2,4,2,3,有,無,有,12000,72,,0.0,0,,RPQNMLRKLHJFFAM68CC
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮正義街151~180號,85.0,住,,,1030226,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土造,0690312,122.02,3,3,3,有,無,無,9000,74,一樓平面,0.0,0,,RPVNMLSKLHJFFBM86DC
南投市,房地(土地+建物),南投縣南投市彰南路三段931~960號,73.75,住,,,1030310,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,0690412,96.27,2,2,2,有,無,無,7500,78,,0.0,0,加建鐵皮屋,RPVNMLTKLHJFFAM76CC
草屯鎮,房地(土地+建物),南投縣草屯鎮中山街151~180號,128.0,商,,,1030312,土地2建物1車位0,見其他登記事項,2,店面(店鋪),住商用,鋼造,0710630,141.1,1,1,1,有,無,無,25000,177,,0.0,0,,RPRNMLLLLHJFFBM38CC
竹山鎮,房地(土地+建物),南投縣竹山鎮中正巷1~30號,72.2,住,,,1030401,土地1建物1車位0,一層,3,店面(店鋪),住商用,鋼筋混凝土造,0820614,30.24,0,0,0,無,無,無,4000,132,,0.0,0,,RPRNMLNJMHJFFDM68CC
南投市,房地(土地+建物),南投縣南投市南新路347巷1~30號,96.93,住,,,1030404,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0840615,143.77,4,2,3,有,無,有,10000,70,,0.0,0,,RPTNMLRJMHJFFAM09DC
南投市,房地(土地+建物),南投縣南投市中正路151~180號,79.71,住,,,1030409,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0961026,177.51,6,3,4,有,無,有,33000,186,,0.0,0,,RPVNMLTJMHJFFAM86DC
草屯鎮,土地,中興段1861~1890地號,132.0,住,,,1030404,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,18000,136,,0.0,0,未登記建物。,RPVNMLKKMHJFFBM78DC
草屯鎮,土地,新豐段2221~2250地號,1014.23,,鄉村區,乙種建築用地,1030405,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,20,,0.0,0,,RPWNMLLKMHJFFBM98DC
南投市,房地(土地+建物),南投縣南投市南新路307巷1~30號,76.46,其他,,,1030318,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0900227,178.98,6,3,4,有,無,有,15000,84,,0.0,0,,RPXNMLLLMHJFFAM98CC
